
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P11          P11          P11          P11          P11          P11          P11          P11                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             13.000       15.000       18.000       19.000       17.000       21.000       22.000       22.000                 
   MAXIMUM             36.000       44.000       40.000       43.000       43.000       46.000       46.000       46.000                 
   RANGE               23.000       29.000       22.000       24.000       26.000       25.000       24.000       24.000                 
   MEAN                21.700       24.000       24.950       25.950       26.100       29.300       30.350       31.139                 
   VARIANCE            39.168       49.684       37.524       43.839       41.779       43.168       49.397       35.323                 
   STANDARD DEV         6.258        7.049        6.126        6.621        6.464        6.570        7.028        5.943                 
   STD. ERROR           1.399        1.576        1.370        1.481        1.445        1.469        1.572        0.991                 
   SKEWNESS(G1)         0.626        1.171        0.928        1.119        0.951        1.079        0.931        0.615                 
   KURTOSIS(G2)        -0.393        1.254        0.050        0.506        0.515        0.363       -0.192       -0.328                 
   SUM                434.000      480.000      499.000      519.000      522.000      586.000      607.000     1121.000                 
   C.V.                 0.288        0.294        0.246        0.255        0.248        0.224        0.232        0.191                 
   MEDIAN              20.500       22.500       23.500       24.000       24.500       27.000       28.500       30.000      no data    
                                                                                                                                         
