
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P57          P57          P57          P57          P57          P57          P57          P57                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM              9.000       10.000       12.000       12.000       14.000       14.000       15.000       15.000                 
   MAXIMUM             19.000       20.000       21.000       22.000       21.000       28.000       31.000       33.000                 
   RANGE               10.000       10.000        9.000       10.000        7.000       14.000       16.000       18.000                 
   MEAN                14.800       15.400       17.000       18.100       18.500       20.950       21.650       21.556                 
   VARIANCE             4.695        5.832        5.053        5.674        4.789        9.208       11.608        7.740                 
   STANDARD DEV         2.167        2.415        2.248        2.382        2.188        3.034        3.407        2.782                 
   STD. ERROR           0.484        0.540        0.503        0.533        0.489        0.679        0.762        0.464                 
   SKEWNESS(G1)        -0.501       -0.185       -0.114       -0.745       -0.448        0.339        0.955        1.680                 
   KURTOSIS(G2)         1.085       -0.224       -0.448        0.607       -0.913        1.221        1.755        6.792                 
   SUM                296.000      308.000      340.000      362.000      370.000      419.000      433.000      776.000                 
   C.V.                 0.146        0.157        0.132        0.132        0.118        0.145        0.157        0.129                 
   MEDIAN              15.000       15.500       17.000       18.500       19.000       20.500       21.000       21.000      no data    
                                                                                                                                         
