
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P15          P15          P15          P15          P15          P15          P15          P15        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             27.000       32.000       36.000       32.000       41.000       34.000       40.000       40.000    
   MAXIMUM             42.000       43.000       46.000       54.000       56.000       54.000       56.000       57.000    
   RANGE               15.000       11.000       10.000       22.000       15.000       20.000       16.000       17.000    
   MEAN                32.650       37.050       40.700       41.150       46.700       45.350       46.194       46.250    
   VARIANCE            13.082        7.629        8.537       28.555       13.168       25.187       18.561       20.197    
   STANDARD DEV         3.617        2.762        2.922        5.344        3.629        5.019        4.308        4.494    
   STD. ERROR           0.809        0.618        0.653        1.195        0.811        1.122        0.718        1.005    
   SKEWNESS(G1)         0.715        0.393        0.109        0.320        1.096       -0.440        0.659        0.688    
   KURTOSIS(G2)         0.461       -0.232       -0.862       -0.046        0.879       -0.103       -0.565       -0.018    
   SUM                653.000      741.000      814.000      823.000      934.000      907.000     1663.000      925.000    
   C.V.                 0.111        0.075        0.072        0.130        0.078        0.111        0.093        0.097    
   MEDIAN              33.000       36.500       40.500       41.500       45.500       46.000       45.000       45.000    
                                                                                                                            
