
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P46          P46          P46          P46          P46          P46          P46          P46                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             19.000       19.000       21.000       22.000       23.000       26.000       28.000       26.000                 
   MAXIMUM             42.000       43.000       46.000       42.000       45.000       48.000       50.000       48.000                 
   RANGE               23.000       24.000       25.000       20.000       22.000       22.000       22.000       22.000                 
   MEAN                28.550       30.250       30.850       31.500       32.700       35.650       37.750       35.694                 
   VARIANCE            38.471       38.829       39.397       33.316       34.642       40.029       33.355       33.533                 
   STANDARD DEV         6.203        6.231        6.277        5.772        5.886        6.327        5.775        5.791                 
   STD. ERROR           1.387        1.393        1.404        1.291        1.316        1.415        1.291        0.965                 
   SKEWNESS(G1)         0.579        0.431        0.535        0.078        0.427        0.575        0.403        0.217                 
   KURTOSIS(G2)        -0.436       -0.500        0.018       -0.941       -0.608       -0.549       -0.530       -0.702                 
   SUM                571.000      605.000      617.000      630.000      654.000      713.000      755.000     1285.000                 
   C.V.                 0.217        0.206        0.203        0.183        0.180        0.177        0.153        0.162                 
   MEDIAN              27.000       28.000       30.000       31.500       32.000       34.500       37.500       35.500      no data    
                                                                                                                                         
