
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P40          P40          P40          P40          P40          P40          P40          P40                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             12.000       18.000       17.000       19.000       18.000       23.000       23.000       16.000                 
   MAXIMUM             37.000       40.000       46.000       47.000       48.000       51.000       55.000       54.000                 
   RANGE               25.000       22.000       29.000       28.000       30.000       28.000       32.000       38.000                 
   MEAN                21.650       25.250       25.500       26.550       27.700       31.050       32.850       31.139                 
   VARIANCE            39.397       45.250       70.053       76.261       77.168       72.787       76.239       79.323                 
   STANDARD DEV         6.277        6.727        8.370        8.733        8.785        8.532        8.732        8.906                 
   STD. ERROR           1.404        1.504        1.872        1.953        1.964        1.908        1.952        1.484                 
   SKEWNESS(G1)         1.127        1.049        1.428        1.298        1.354        1.277        1.267        1.076                 
   KURTOSIS(G2)         0.634       -0.002        0.847        0.320        0.652        0.469        0.693        0.549                 
   SUM                433.000      505.000      510.000      531.000      554.000      621.000      657.000     1121.000                 
   C.V.                 0.290        0.266        0.328        0.329        0.317        0.275        0.266        0.286                 
   MEDIAN              20.000       24.000       23.000       23.000       25.000       29.000       30.000       29.000      no data    
                                                                                                                                         
