
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P57          P57          P57          P57          P57          P57          P57          P57        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM              9.000       12.000       14.000       15.000       17.000       17.000       18.000       17.000    
   MAXIMUM             16.000       21.000       23.000       25.000       30.000       30.000       31.000       31.000    
   RANGE                7.000        9.000        9.000       10.000       13.000       13.000       13.000       14.000    
   MEAN                13.650       17.100       19.400       21.000       22.450       22.450       22.583       22.800    
   VARIANCE             3.713        4.305        4.463        5.263        8.892        8.997        6.136        8.379    
   STANDARD DEV         1.927        2.075        2.113        2.294        2.982        3.000        2.477        2.895    
   STD. ERROR           0.431        0.464        0.472        0.513        0.667        0.671        0.413        0.647    
   SKEWNESS(G1)        -0.483       -0.281       -0.510       -0.322        0.894        0.753        1.243        0.952    
   KURTOSIS(G2)        -0.191        0.371        0.317        0.896        0.812        0.899        3.147        1.892    
   SUM                273.000      342.000      388.000      420.000      449.000      449.000      813.000      456.000    
   C.V.                 0.141        0.121        0.109        0.109        0.133        0.134        0.110        0.127    
   MEDIAN              13.500       17.000       19.500       20.500       22.000       22.000       22.000       22.000    
                                                                                                                            
