
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P41          P41          P41          P41          P41          P41          P41          P41        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             17.000       20.000       24.000       25.000       28.000       28.000       28.000       28.000    
   MAXIMUM             31.000       38.000       43.000       44.000       46.000       47.000       46.000       46.000    
   RANGE               14.000       18.000       19.000       19.000       18.000       19.000       18.000       18.000    
   MEAN                23.750       28.150       31.100       33.200       34.500       35.450       34.278       35.350    
   VARIANCE            15.776       20.345       24.305       18.484       21.316       17.734       12.892       16.134    
   STANDARD DEV         3.972        4.511        4.930        4.299        4.617        4.211        3.591        4.017    
   STD. ERROR           0.888        1.009        1.102        0.961        1.032        0.942        0.598        0.898    
   SKEWNESS(G1)         0.241        0.143        0.509        0.426        0.570        0.665        0.792        0.727    
   KURTOSIS(G2)        -0.460       -0.271        0.092        0.638        0.095        1.207        1.671        0.911    
   SUM                475.000      563.000      622.000      664.000      690.000      709.000     1234.000      707.000    
   C.V.                 0.167        0.160        0.159        0.129        0.134        0.119        0.105        0.114    
   MEDIAN              24.000       28.000       31.000       33.000       34.500       36.000       34.000       35.000    
                                                                                                                            
