
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P14          P14          P14          P14          P14          P14          P14          P14          P14        
   N OF CASES              20           20           20           20           20           20           20           36           20    
   MINIMUM             25.000       28.000       30.000       30.000       30.000       36.000       38.000       33.000       31.000    
   MAXIMUM             36.000       38.000       42.000       42.000       43.000       53.000       56.000       58.000       46.000    
   RANGE               11.000       10.000       12.000       12.000       13.000       17.000       18.000       25.000       15.000    
   MEAN                30.800       33.500       35.350       36.800       37.400       42.750       45.050       43.139       37.100    
   VARIANCE            11.537        9.947       12.345       10.589       14.463       22.724       23.945       39.209       15.147    
   STANDARD DEV         3.397        3.154        3.514        3.254        3.803        4.767        4.893        6.262        3.892    
   STD. ERROR           0.760        0.705        0.786        0.728        0.850        1.066        1.094        1.044        0.870    
   SKEWNESS(G1)        -0.204        0.000        0.097       -0.202       -0.217        0.757        0.746        0.572        0.874    
   KURTOSIS(G2)        -1.241       -1.156       -0.848       -0.669       -1.126        0.037       -0.267       -0.174        0.117    
   SUM                616.000      670.000      707.000      736.000      748.000      855.000      901.000     1553.000      742.000    
   C.V.                 0.110        0.094        0.099        0.088        0.102        0.112        0.109        0.145        0.105    
   MEDIAN              31.500       33.000       35.500       37.000       37.500       43.000       44.500       42.000       36.000    
                                                                                                                                         
