
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P17          P17          P17          P17          P17          P17          P17          P17        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             22.000       25.000       26.000       28.000       30.000       30.000       30.000       31.000    
   MAXIMUM             36.000       39.000       45.000       46.000       56.000       58.000       57.000       57.000    
   RANGE               14.000       14.000       19.000       18.000       26.000       28.000       27.000       26.000    
   MEAN                30.200       35.400       38.850       40.400       44.750       44.300       44.083       44.900    
   VARIANCE            17.326       16.253       20.976       19.726       33.671       36.642       32.021       38.832    
   STANDARD DEV         4.162        4.031        4.580        4.441        5.803        6.053        5.659        6.231    
   STD. ERROR           0.931        0.901        1.024        0.993        1.298        1.354        0.943        1.393    
   SKEWNESS(G1)        -0.302       -1.160       -1.203       -1.194       -0.560       -0.255        0.098       -0.109    
   KURTOSIS(G2)        -0.810        0.466        1.236        1.095        0.592        0.752        0.375       -0.110    
   SUM                604.000      708.000      777.000      808.000      895.000      886.000     1587.000      898.000    
   C.V.                 0.138        0.114        0.118        0.110        0.130        0.137        0.128        0.139    
   MEDIAN              30.000       37.000       40.000       42.000       45.000       45.500       44.000       45.000    
                                                                                                                            
