
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P16          P16          P16          P16          P16          P16          P16          P16                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             16.000       24.000       25.000       27.000       28.000       32.000       33.000       24.000                 
   MAXIMUM             35.000       37.000       40.000       44.000       45.000       49.000       50.000       52.000                 
   RANGE               19.000       13.000       15.000       17.000       17.000       17.000       17.000       28.000                 
   MEAN                24.600       28.750       30.050       30.700       32.600       37.950       40.600       35.944                 
   VARIANCE            22.779       11.776       13.734       15.800       18.568       20.682       31.095       37.025                 
   STANDARD DEV         4.773        3.432        3.706        3.975        4.309        4.548        5.576        6.085                 
   STD. ERROR           1.067        0.767        0.829        0.889        0.964        1.017        1.247        1.014                 
   SKEWNESS(G1)         0.270        0.940        1.144        2.059        1.387        0.846        0.122        0.416                 
   KURTOSIS(G2)        -0.093        0.492        0.981        4.457        1.617        0.166       -1.204        0.162                 
   SUM                492.000      575.000      601.000      614.000      652.000      759.000      812.000     1294.000                 
   C.V.                 0.194        0.119        0.123        0.129        0.132        0.120        0.137        0.169                 
   MEDIAN              24.500       28.000       29.000       30.500       31.500       37.000       40.500       35.000      no data    
                                                                                                                                         
