
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P46          P46          P46          P46          P46          P46          P46          P46        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             20.000       23.000       28.000       28.000       29.000       30.000       27.000       28.000    
   MAXIMUM             38.000       43.000       46.000       45.000       48.000       47.000       48.000       48.000    
   RANGE               18.000       20.000       18.000       17.000       19.000       17.000       21.000       20.000    
   MEAN                28.350       31.650       34.950       35.350       37.700       37.950       37.361       37.650    
   VARIANCE            27.608       24.661       26.366       23.924       27.274       25.734       28.866       33.082    
   STANDARD DEV         5.254        4.966        5.135        4.891        5.222        5.073        5.373        5.752    
   STD. ERROR           1.175        1.110        1.148        1.094        1.168        1.134        0.895        1.286    
   SKEWNESS(G1)         0.501        0.423        0.427        0.289        0.418        0.457        0.081        0.342    
   KURTOSIS(G2)        -0.670       -0.178       -0.719       -0.988       -0.443       -0.572       -0.707       -0.709    
   SUM                567.000      633.000      699.000      707.000      754.000      759.000     1345.000      753.000    
   C.V.                 0.185        0.157        0.147        0.138        0.139        0.134        0.144        0.153    
   MEDIAN              27.000       31.000       34.000       35.000       37.500       37.000       37.000       37.000    
                                                                                                                            
