
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P15          P15          P15          P15          P15          P15          P15          P15                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             23.000       27.000       28.000       29.000       31.000       37.000       38.000       38.000                 
   MAXIMUM             40.000       42.000       45.000       48.000       47.000       55.000       56.000       56.000                 
   RANGE               17.000       15.000       17.000       19.000       16.000       18.000       18.000       18.000                 
   MEAN                31.950       35.200       37.650       37.950       40.550       45.150       48.300       45.806                 
   VARIANCE            16.471       15.116       18.766       26.787       20.997       21.292       31.800       29.818                 
   STANDARD DEV         4.058        3.888        4.332        5.176        4.582        4.614        5.639        5.461                 
   STD. ERROR           0.907        0.869        0.969        1.157        1.025        1.032        1.261        0.910                 
   SKEWNESS(G1)        -0.268       -0.524       -0.596        0.025       -0.638        0.096       -0.281        0.523                 
   KURTOSIS(G2)         0.007       -0.319        0.168       -0.637       -0.484       -0.508       -0.910       -0.803                 
   SUM                639.000      704.000      753.000      759.000      811.000      903.000      966.000     1649.000                 
   C.V.                 0.127        0.110        0.115        0.136        0.113        0.102        0.117        0.119                 
   MEDIAN              32.000       36.000       38.000       37.000       42.000       45.000       48.500       45.000      no data    
                                                                                                                                         
