
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                       P8           P8           P8           P8           P8           P8           P8           P8                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             17.000       19.000       20.000       21.000       22.000       23.000       25.000       24.000                 
   MAXIMUM             35.000       37.000       36.000       37.000       40.000       43.000       40.000       42.000                 
   RANGE               18.000       18.000       16.000       16.000       18.000       20.000       15.000       18.000                 
   MEAN                22.350       24.400       24.750       26.150       27.200       29.000       29.650       29.972                 
   VARIANCE            16.450       16.884       18.303       14.239       18.063       22.316       14.871       16.256                 
   STANDARD DEV         4.056        4.109        4.278        3.774        4.250        4.724        3.856        4.032                 
   STD. ERROR           0.907        0.919        0.957        0.844        0.950        1.056        0.862        0.672                 
   SKEWNESS(G1)         1.449        1.476        1.095        1.292        1.373        1.309        1.081        0.978                 
   KURTOSIS(G2)         2.745        2.475        0.585        1.581        2.124        1.944        0.876        1.188                 
   SUM                447.000      488.000      495.000      523.000      544.000      580.000      593.000     1079.000                 
   C.V.                 0.181        0.168        0.173        0.144        0.156        0.163        0.130        0.135                 
   MEDIAN              22.000       23.500       23.500       25.500       26.000       28.000       29.000       30.000      no data    
                                                                                                                                         
