
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P61          P61          P61          P61          P61          P61          P61          P61        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             14.000       17.000       18.000        2.000       21.000       22.000       21.000       22.000    
   MAXIMUM             19.000       22.000       25.000       26.000       27.000       28.000       28.000       26.000    
   RANGE                5.000        5.000        7.000       24.000        6.000        6.000        7.000        4.000    
   MEAN                16.400       19.700       22.300       22.150       24.400       24.900       24.722       24.150    
   VARIANCE             2.884        3.379        3.484       25.187        2.779        2.726        2.835        2.029    
   STANDARD DEV         1.698        1.838        1.867        5.019        1.667        1.651        1.684        1.424    
   STD. ERROR           0.380        0.411        0.417        1.122        0.373        0.369        0.281        0.319    
   SKEWNESS(G1)        -0.320       -0.015       -0.698       -3.428       -0.380       -0.125       -0.100       -0.157    
   KURTOSIS(G2)        -1.299       -1.286       -0.038       11.447       -0.869       -0.699       -0.362       -1.347    
   SUM                328.000      394.000      446.000      443.000      488.000      498.000      890.000      483.000    
   C.V.                 0.104        0.093        0.084        0.227        0.068        0.066        0.068        0.059    
   MEDIAN              17.000       20.000       22.500       23.000       24.500       25.000       25.000       24.500    
                                                                                                                            
