
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P56          P56          P56          P56          P56          P56          P56          P56        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             12.000       16.000       19.000       20.000       22.000       22.000       19.000       21.000    
   MAXIMUM             19.000       22.000       24.000       25.000       27.000       28.000       27.000       28.000    
   RANGE                7.000        6.000        5.000        5.000        5.000        6.000        8.000        7.000    
   MEAN                15.450       18.700       21.400       22.350       24.050       23.900       23.667       23.600    
   VARIANCE             2.471        2.958        1.832        1.924        2.155        2.095        3.371        2.779    
   STANDARD DEV         1.572        1.720        1.353        1.387        1.468        1.447        1.836        1.667    
   STD. ERROR           0.352        0.385        0.303        0.310        0.328        0.324        0.306        0.373    
   SKEWNESS(G1)         0.220        0.670        0.152       -0.045        0.322        0.819       -0.509        0.870    
   KURTOSIS(G2)         0.382       -0.599       -0.937       -0.800       -0.846        1.343        0.646        0.560    
   SUM                309.000      374.000      428.000      447.000      481.000      478.000      852.000      472.000    
   C.V.                 0.102        0.092        0.063        0.062        0.061        0.061        0.078        0.071    
   MEDIAN              15.000       18.000       21.000       22.500       24.000       24.000       24.000       23.000    
                                                                                                                            
