
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P30          P30          P30          P30          P30          P30          P30          P30                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             19.000       19.000       19.000       20.000       24.000       26.000       28.000       26.000                 
   MAXIMUM             30.000       32.000       33.000       34.000       37.000       37.000       41.000       39.000                 
   RANGE               11.000       13.000       14.000       14.000       13.000       11.000       13.000       13.000                 
   MEAN                23.850       24.300       25.550       25.500       29.400       31.550       33.050       31.472                 
   VARIANCE             7.397        9.168        8.997        8.684        7.621        6.787        8.366        8.256                 
   STANDARD DEV         2.720        3.028        3.000        2.947        2.761        2.605        2.892        2.873                 
   STD. ERROR           0.608        0.677        0.671        0.659        0.617        0.583        0.647        0.479                 
   SKEWNESS(G1)         0.758        0.604        0.195        0.836        0.649       -0.095        0.900        0.542                 
   KURTOSIS(G2)         0.758        0.296        0.785        1.791        1.315       -0.167        1.173        0.572                 
   SUM                477.000      486.000      511.000      510.000      588.000      631.000      661.000     1133.000                 
   C.V.                 0.114        0.125        0.117        0.116        0.094        0.083        0.088        0.091                 
   MEDIAN              23.500       23.500       25.500       25.500       29.500       32.000       33.000       31.000      no data    
                                                                                                                                         
