
                     630613       630620       630627       630704       630711       630718       630725       630801       630807       630816       630829       630903       630919      
                      P29          P29          P29          P29          P29          P29          P29          P29          P29          P29          P29          no data      P29        
   N OF CASES              20           20           20           20           20           20           20           20           20           20           36                       20    
   MINIMUM              0.000       12.000       18.000       21.000       27.000       28.000       30.000       32.000       31.000       32.000       32.000                   29.000    
   MAXIMUM              9.000       27.000       35.000       36.000       39.000       39.000       41.000       45.000       46.000       49.000       48.000                   44.000    
   RANGE                9.000       15.000       17.000       15.000       12.000       11.000       11.000       13.000       15.000       17.000       16.000                   15.000    
   MEAN                 5.650       18.000       24.250       27.950       31.650       33.350       35.850       38.350       38.800       41.300       38.528                   36.150    
   VARIANCE             6.766       21.895       21.776       17.945       10.976       12.134        9.292       13.082       15.221       16.537       14.199                   16.555    
   STANDARD DEV         2.601        4.679        4.667        4.236        3.313        3.483        3.048        3.617        3.901        4.067        3.768                    4.069    
   STD. ERROR           0.582        1.046        1.043        0.947        0.741        0.779        0.682        0.809        0.872        0.909        0.628                    0.910    
   SKEWNESS(G1)        -0.341        0.588        0.772        0.360        0.476        0.204       -0.071        0.216       -0.053       -0.020        0.585                   -0.116    
   KURTOSIS(G2)        -0.734       -0.911       -0.323       -0.873       -0.505       -1.146       -0.599       -0.515       -0.439        0.196       -0.164                   -0.713    
   SUM                113.000      360.000      485.000      559.000      633.000      667.000      717.000      767.000      776.000      826.000     1387.000                  723.000    
   C.V.                 0.460        0.260        0.192        0.152        0.105        0.104        0.085        0.094        0.101        0.098        0.098                    0.113    
   MEDIAN               6.000       17.000       23.000       27.000       31.000       32.500       36.000       38.000       39.000       41.500       38.000                   36.000    
                                                                                                                                                                                             
