
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P53          P53          P53          P53          P53          P53          P53          P53        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             12.000       19.000       22.000       30.000       32.000       33.000       26.000       34.000    
   MAXIMUM             38.000       53.000       59.000       63.000       70.000       70.000       70.000       69.000    
   RANGE               26.000       34.000       37.000       33.000       38.000       37.000       44.000       35.000    
   MEAN                18.950       34.400       40.650       44.150       48.050       50.000       49.583       50.950    
   VARIANCE            49.103       78.884      113.082      107.713      128.576      123.579      126.536      118.155    
   STANDARD DEV         7.007        8.882       10.634       10.378       11.339       11.117       11.249       10.870    
   STD. ERROR           1.567        1.986        2.378        2.321        2.536        2.486        1.875        2.431    
   SKEWNESS(G1)         1.395        0.507        0.322        0.311        0.321        0.256       -0.058        0.219    
   KURTOSIS(G2)         0.983       -0.466       -0.904       -1.205       -1.062       -1.071       -0.827       -1.045    
   SUM                379.000      688.000      813.000      883.000      961.000     1000.000     1785.000     1019.000    
   C.V.                 0.370        0.258        0.262        0.235        0.236        0.222        0.227        0.213    
   MEDIAN              16.000       33.000       38.500       41.000       46.000       48.000       50.000       49.000    
                                                                                                                            
