
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P60          P60          P60          P60          P60          P60          P60          P60                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             12.000       13.000       15.000       13.000       16.000       16.000       18.000       17.000                 
   MAXIMUM             23.000       25.000       24.000       25.000       26.000       27.000       29.000       28.000                 
   RANGE               11.000       12.000        9.000       12.000       10.000       11.000       11.000       11.000                 
   MEAN                16.400       17.400       18.450       19.600       20.800       22.050       23.050       22.639                 
   VARIANCE             7.516        8.358        5.734        8.358        8.905        7.208        8.155        7.323                 
   STANDARD DEV         2.741        2.891        2.395        2.891        2.984        2.685        2.856        2.706                 
   STD. ERROR           0.613        0.646        0.535        0.646        0.667        0.600        0.639        0.451                 
   SKEWNESS(G1)         0.418        0.930        0.582       -0.206        0.247       -0.071        0.519       -0.251                 
   KURTOSIS(G2)         0.077        0.686       -0.289       -0.159       -1.098       -0.202       -0.321       -0.387                 
   SUM                328.000      348.000      369.000      392.000      416.000      441.000      461.000      815.000                 
   C.V.                 0.167        0.166        0.130        0.148        0.143        0.122        0.124        0.120                 
   MEDIAN              16.000       17.000       18.000       19.000       20.000       21.500       22.000       22.500      no data    
                                                                                                                                         
