
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P11          P11          P11          P11          P11          P11          P11          P11        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             14.000       17.000       18.000       21.000       22.000       21.000       22.000       21.000    
   MAXIMUM             37.000       41.000       43.000       45.000       47.000       47.000       44.000       44.000    
   RANGE               23.000       24.000       25.000       24.000       25.000       26.000       22.000       23.000    
   MEAN                21.450       24.400       26.750       28.600       30.150       30.250       30.944       29.050    
   VARIANCE            34.787       37.937       39.039       39.516       41.924       42.513       30.168       40.576    
   STANDARD DEV         5.898        6.159        6.248        6.286        6.475        6.520        5.493        6.370    
   STD. ERROR           1.319        1.377        1.397        1.406        1.448        1.458        0.915        1.424    
   SKEWNESS(G1)         1.000        1.105        1.035        1.136        1.048        1.084        0.605        0.894    
   KURTOSIS(G2)         0.565        0.686        0.474        0.488        0.478        0.600       -0.122       -0.182    
   SUM                429.000      488.000      535.000      572.000      603.000      605.000     1114.000      581.000    
   C.V.                 0.275        0.252        0.234        0.220        0.215        0.216        0.177        0.219    
   MEDIAN              20.000       23.000       25.500       27.000       29.500       29.000       30.000       27.500    
                                                                                                                            
