
                     650717       650724       650731       650807       650814       650821       650828       650904       650920      
                      P41          P41          P41          P41          P41          P41          P41          P41                     
   N OF CASES              20           20           20           20           20           20           20           36                 
   MINIMUM             15.000       16.000       17.000       18.000       21.000       24.000       26.000       25.000                 
   MAXIMUM             36.000       39.000       39.000       43.000       43.000       45.000       46.000       46.000                 
   RANGE               21.000       23.000       22.000       25.000       22.000       21.000       20.000       21.000                 
   MEAN                23.850       26.250       26.550       26.900       29.250       33.000       33.900       32.000                 
   VARIANCE            27.713       29.776       24.576       30.832       22.513       22.000       25.042       17.943                 
   STANDARD DEV         5.264        5.457        4.957        5.553        4.745        4.690        5.004        4.236                 
   STD. ERROR           1.177        1.220        1.109        1.242        1.061        1.049        1.119        0.706                 
   SKEWNESS(G1)         0.293        0.192        0.024        0.905        0.972        0.449        0.350        1.219                 
   KURTOSIS(G2)         0.028        0.264        0.970        1.785        1.795        0.571        0.107        2.163                 
   SUM                477.000      525.000      531.000      538.000      585.000      660.000      678.000     1152.000                 
   C.V.                 0.221        0.208        0.187        0.206        0.162        0.142        0.148        0.132                 
   MEDIAN              23.000       26.500       27.000       27.000       29.000       33.500       34.500       32.000      no data    
                                                                                                                                         
