
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P48          P48          P48          P48          P48          P48          P48          P48        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             20.000       24.000       27.000       28.000       29.000       30.000       31.000       29.000    
   MAXIMUM             43.000       45.000       50.000       50.000       52.000       51.000       52.000       50.000    
   RANGE               23.000       21.000       23.000       22.000       23.000       21.000       21.000       21.000    
   MEAN                31.150       34.900       38.100       38.950       40.200       39.700       39.722       39.550    
   VARIANCE            36.766       30.621       33.779       41.313       37.747       38.116       28.206       35.313    
   STANDARD DEV         6.063        5.534        5.812        6.428        6.144        6.174        5.311        5.942    
   STD. ERROR           1.356        1.237        1.300        1.437        1.374        1.381        0.885        1.329    
   SKEWNESS(G1)         0.196        0.070        0.192        0.085        0.135        0.287        0.388        0.040    
   KURTOSIS(G2)        -0.663       -0.652       -0.284       -1.060       -0.637       -0.957       -0.581       -0.871    
   SUM                623.000      698.000      762.000      779.000      804.000      794.000     1430.000      791.000    
   C.V.                 0.195        0.159        0.153        0.165        0.153        0.156        0.134        0.150    
   MEDIAN              31.000       34.500       37.500       38.000       39.000       39.000       39.500       39.000    
                                                                                                                            
