
                     640701       640709       640716       640724       640729       640805       640812       640823       640828      
                      P26          P26          P26          P26          P26          P26          P26          P26          P26        
   N OF CASES              20           20           20           20           20           20           20           20           36    
   MINIMUM             13.000       15.000       15.000       14.000       14.000       15.000       14.000       14.000       13.000    
   MAXIMUM             18.000       26.000       25.000       28.000       30.000       29.000       31.000       29.000       31.000    
   RANGE                5.000       11.000       10.000       14.000       16.000       14.000       17.000       15.000       18.000    
   MEAN                15.600       20.050       19.500       20.550       22.000       22.100       21.450       20.900       20.667    
   VARIANCE             2.779        5.734        6.789       14.050       14.737       15.147       18.576       19.147       17.600    
   STANDARD DEV         1.667        2.395        2.606        3.748        3.839        3.892        4.310        4.376        4.195    
   STD. ERROR           0.373        0.535        0.583        0.838        0.858        0.870        0.964        0.978        0.699    
   SKEWNESS(G1)        -0.039        0.412        0.147        0.387        0.011        0.126        0.473        0.216        0.511    
   KURTOSIS(G2)        -1.282        0.866       -0.145       -0.332       -0.027       -0.650       -0.080       -0.774       -0.172    
   SUM                312.000      401.000      390.000      411.000      440.000      442.000      429.000      418.000      744.000    
   C.V.                 0.107        0.119        0.134        0.182        0.174        0.176        0.201        0.209        0.203    
   MEDIAN              16.000       20.000       19.500       20.000       22.000       22.000       21.000       20.500       20.000    
                                                                                                                                         
