
                     660707       660714       660721       660728       660804       660811       660817       660826      
                      P14          P14          P14          P14          P14          P14          P14          P14        
   N OF CASES              20           20           20           20           20           20           36           20    
   MINIMUM             25.000       30.000       32.000       34.000       37.000       38.000       36.000       36.000    
   MAXIMUM             38.000       39.000       42.000       58.000       47.000       47.000       52.000       46.000    
   RANGE               13.000        9.000       10.000       24.000       10.000        9.000       16.000       10.000    
   MEAN                30.500       34.700       37.950       40.450       42.250       42.200       42.028       41.650    
   VARIANCE             9.947        5.800        7.629       25.208        8.724        8.589       12.199        9.082    
   STANDARD DEV         3.154        2.408        2.762        5.021        2.954        2.931        3.493        3.014    
   STD. ERROR           0.705        0.539        0.618        1.123        0.660        0.655        0.582        0.674    
   SKEWNESS(G1)         0.330       -0.148       -0.454        2.064       -0.112        0.068        0.311       -0.294    
   KURTOSIS(G2)         0.214       -0.104       -0.488        5.626       -1.146       -1.168        0.287       -1.028    
   SUM                610.000      694.000      759.000      809.000      845.000      844.000     1513.000      833.000    
   C.V.                 0.103        0.069        0.073        0.124        0.070        0.069        0.083        0.072    
   MEDIAN              30.500       35.000       38.500       40.500       42.000       42.000       42.000       42.000    
                                                                                                                            
