lon,lat,pf_depth,pf_observed,obs_limit,site_id,thaw_depth,year,month,day,date,method,source,comments
108.25,71.25,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
108.75,71.25,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
109.25,71.25,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
109.75,71.25,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
110.25,71.25,109.44027,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
110.75,71.25,107.82001,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
111.25,71.25,109.30705,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
111.75,71.25,115.864204,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
112.25,71.25,95.71436,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
112.75,71.25,98.101616,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
113.25,71.25,99.69168,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
113.75,71.25,94.95186,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
114.25,71.25,95.1166,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
114.75,71.25,95.41619,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
115.25,71.25,90.8858,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
115.75,71.25,92.05005,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
116.25,71.25,100.20247,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
116.75,71.25,103.60677,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
117.25,71.25,91.14493,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
117.75,71.25,93.95393,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
118.25,71.25,92.74663,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
118.75,71.25,94.19013,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
119.25,71.25,99.01802,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
119.75,71.25,95.81804,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
120.25,71.25,92.44071,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
120.75,71.25,97.35967,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
121.25,71.25,96.32108,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
121.75,71.25,109.495255,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
122.25,71.25,117.95149,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
122.75,71.25,114.13194,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
123.25,71.25,110.56599,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
123.75,71.25,109.93259,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
124.25,71.25,107.48515,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
124.75,71.25,98.77103,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
125.25,71.25,77.78946,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
125.75,71.25,102.446045,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
126.25,71.25,115.811714,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
126.75,71.25,123.24469,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
127.25,71.25,123.487595,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
127.75,71.25,106.26721,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
128.25,71.25,96.75905,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
128.75,71.25,88.56453,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
129.25,71.25,92.18825,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
129.75,71.25,83.98942,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
130.25,71.25,89.726425,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
130.75,71.25,89.61547,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
131.25,71.25,58.52605,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
131.75,71.25,52.46192,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
132.25,71.25,50.900696,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
132.75,71.25,56.311756,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
133.25,71.25,67.5198,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
133.75,71.25,72.81563,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
134.25,71.25,93.336975,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
134.75,71.25,86.27264,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
135.25,71.25,66.60335,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
135.75,71.25,62.52311,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
136.25,71.25,65.01885,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
136.75,71.25,63.593586,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
137.25,71.25,58.236988,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
137.75,71.25,55.849648,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
138.25,71.25,53.913296,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
138.75,71.25,57.056225,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
139.25,71.25,63.834023,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
139.75,71.25,64.58752,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
140.25,71.25,58.876854,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
140.75,71.25,59.07208,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
141.25,71.25,58.06285,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
141.75,71.25,57.445694,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
142.25,71.25,57.33026,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
142.75,71.25,59.21531,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
143.25,71.25,55.791973,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
143.75,71.25,56.13681,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
144.25,71.25,56.60003,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
144.75,71.25,58.240265,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
145.25,71.25,56.602062,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
145.75,71.25,59.733288,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
146.25,71.25,56.820137,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
146.75,71.25,55.98931,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
147.25,71.25,54.979603,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
147.75,71.25,56.0305,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
148.25,71.25,57.00134,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
148.75,71.25,69.73995,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
149.25,71.25,77.86333,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
149.75,71.25,59.088356,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
150.25,71.25,54.905636,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
150.75,71.25,53.343517,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
151.25,71.25,54.781826,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
151.75,71.25,54.350113,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
152.25,71.25,54.513256,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
152.75,71.25,55.116314,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
153.25,71.25,54.689877,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
153.75,71.25,54.573303,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
154.25,71.25,54.06098,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
154.75,71.25,54.66084,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
155.25,71.25,55.58889,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
155.75,71.25,54.258137,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
156.25,71.25,55.20863,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
156.75,71.25,54.483974,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
157.25,71.25,55.986053,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
157.75,71.25,54.9286,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
158.25,71.25,54.992188,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
158.75,71.25,55.92531,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
159.25,71.25,55.568558,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
159.75,71.25,56.294556,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
160.25,71.25,70.10515,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
160.75,71.25,75.04283,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
161.25,71.25,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
161.75,71.25,44.990772,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
162.25,71.25,45.002235,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
162.75,71.25,45.005737,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
163.25,71.25,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
105.75,70.75,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
106.25,70.75,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
106.75,70.75,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
107.25,70.75,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
107.75,70.75,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
108.25,70.75,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
108.75,70.75,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
109.25,70.75,105.0534,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
109.75,70.75,106.63172,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
110.25,70.75,111.11275,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
110.75,70.75,115.443924,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
111.25,70.75,118.9253,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
111.75,70.75,102.76163,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
112.25,70.75,94.5793,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
112.75,70.75,92.83954,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
113.25,70.75,92.52601,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
113.75,70.75,93.30999,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
114.25,70.75,91.018745,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
114.75,70.75,91.58079,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
115.25,70.75,94.188705,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
115.75,70.75,94.9744,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
116.25,70.75,104.47144,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
116.75,70.75,103.49939,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
117.25,70.75,102.90197,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
117.75,70.75,97.68673,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
118.25,70.75,98.59498,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
118.75,70.75,98.120346,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
119.25,70.75,92.68766,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
119.75,70.75,90.48027,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
120.25,70.75,90.65297,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
120.75,70.75,95.23587,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
121.25,70.75,92.19085,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
121.75,70.75,104.54576,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
122.25,70.75,98.72841,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
122.75,70.75,86.99575,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
123.25,70.75,80.749146,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
123.75,70.75,85.322464,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
124.25,70.75,91.37139,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
124.75,70.75,94.88471,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
125.25,70.75,80.47754,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
125.75,70.75,80.94147,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
126.25,70.75,92.58367,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
126.75,70.75,105.89522,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
127.25,70.75,121.00906,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
127.75,70.75,106.92755,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
128.25,70.75,98.3098,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
128.75,70.75,97.72097,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
129.25,70.75,88.08797,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
129.75,70.75,86.64299,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
130.25,70.75,87.40914,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
130.75,70.75,94.96499,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
131.25,70.75,97.17875,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
131.75,70.75,58.60625,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
132.25,70.75,59.13122,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
132.75,70.75,71.51012,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
133.25,70.75,101.66772,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
133.75,70.75,101.31987,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
134.25,70.75,99.85015,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
134.75,70.75,97.90948,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
135.25,70.75,96.8223,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
135.75,70.75,101.75762,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
136.25,70.75,99.365204,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
136.75,70.75,89.30893,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
137.25,70.75,85.11412,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
137.75,70.75,96.515564,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
138.25,70.75,88.023964,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
138.75,70.75,104.22783,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
139.25,70.75,88.06872,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
139.75,70.75,105.63953,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
140.25,70.75,93.708435,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
140.75,70.75,79.87025,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
141.25,70.75,71.81788,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
141.75,70.75,76.695114,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
142.25,70.75,93.841156,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
142.75,70.75,80.963615,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
143.25,70.75,89.32003,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
143.75,70.75,76.93739,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
144.25,70.75,70.830185,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
144.75,70.75,69.53745,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
145.25,70.75,61.997486,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
145.75,70.75,58.506348,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
146.25,70.75,58.77353,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
146.75,70.75,68.84977,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
147.25,70.75,75.31708,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
147.75,70.75,77.33951,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
148.25,70.75,80.57201,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
148.75,70.75,100.29042,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
149.25,70.75,101.05731,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
149.75,70.75,102.07149,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
150.25,70.75,96.08232,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
150.75,70.75,79.36002,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
151.25,70.75,65.797035,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
151.75,70.75,57.962524,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
152.25,70.75,55.076824,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
152.75,70.75,66.942375,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
153.25,70.75,57.339603,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
153.75,70.75,53.37903,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
154.25,70.75,53.58845,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
154.75,70.75,54.328133,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
155.25,70.75,51.606106,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
155.75,70.75,53.405666,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
156.25,70.75,53.89023,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
156.75,70.75,54.52218,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
157.25,70.75,55.225796,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
157.75,70.75,56.603306,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
158.25,70.75,57.028187,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
158.75,70.75,56.516117,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
159.25,70.75,55.290287,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
159.75,70.75,54.32791,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
160.25,70.75,55.121048,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
160.75,70.75,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
161.25,70.75,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
161.75,70.75,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
162.25,70.75,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
162.75,70.75,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
163.25,70.75,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
105.75,70.25,,0,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
106.25,70.25,125.35173,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
106.75,70.25,125.38306,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
107.25,70.25,124.83446,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
107.75,70.25,126.77663,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
108.25,70.25,123.756424,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
108.75,70.25,122.318794,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
109.25,70.25,118.773224,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
109.75,70.25,121.779755,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
110.25,70.25,123.87947,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
110.75,70.25,126.19443,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
111.25,70.25,119.20541,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
111.75,70.25,102.196396,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
112.25,70.25,93.63025,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
112.75,70.25,91.603874,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
113.25,70.25,95.24821,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
113.75,70.25,95.934784,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
114.25,70.25,90.37436,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
114.75,70.25,90.09589,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
115.25,70.25,94.299545,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
115.75,70.25,91.72178,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
116.25,70.25,93.02694,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
116.75,70.25,100.2743,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
117.25,70.25,99.7308,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
117.75,70.25,100.00454,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
118.25,70.25,94.616394,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
118.75,70.25,95.88798,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
119.25,70.25,97.05319,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
119.75,70.25,86.52617,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
120.25,70.25,95.500534,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
120.75,70.25,87.95421,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
121.25,70.25,88.93017,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
121.75,70.25,91.48356,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
122.25,70.25,85.6689,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
122.75,70.25,86.59354,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
123.25,70.25,74.85903,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
123.75,70.25,77.76774,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
124.25,70.25,82.051544,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
124.75,70.25,79.03595,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
125.25,70.25,78.55779,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
125.75,70.25,85.30155,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
126.25,70.25,84.85498,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
126.75,70.25,98.0219,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
127.25,70.25,114.378,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
127.75,70.25,98.99609,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
128.25,70.25,99.065796,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
128.75,70.25,89.82623,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
129.25,70.25,83.189026,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
129.75,70.25,86.229034,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
130.25,70.25,99.89178,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
130.75,70.25,102.16997,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
131.25,70.25,102.67321,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
131.75,70.25,72.29358,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
132.25,70.25,74.41798,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
132.75,70.25,110.377014,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
133.25,70.25,111.4204,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
133.75,70.25,114.38516,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
134.25,70.25,112.393616,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
134.75,70.25,108.86351,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
135.25,70.25,107.53261,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
135.75,70.25,111.86012,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
136.25,70.25,105.12706,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
136.75,70.25,103.09702,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
137.25,70.25,109.22937,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
137.75,70.25,101.91442,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
138.25,70.25,95.112305,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
138.75,70.25,95.70001,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
139.25,70.25,93.75549,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
139.75,70.25,90.3386,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
140.25,70.25,96.566635,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
140.75,70.25,97.081314,1,,,,,,,,,Beer_etal_2013,The data represent the period 1960-1987.
