lon,lat,date,source,site_id,pf_observed,pf_depth,thaw_depth,obs_limit,method,source_point_id,source_thaw_depth_m,source_comment,source_easting,source_northing,source_elevation_m,source_detected_crs
-156.7069416162499,71.31035764407733,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,23.0,23.0,,tp,Old road-2021-1-7,0.23,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,581993.2059656725,7913565.938,10.0,EPSG:32604
-156.70692769691263,71.3103497525216,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,28.999999999999996,28.999999999999996,,tp,Old road-2021-1-8,0.29,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,581993.7368351554,7913565.077258328,10.0,EPSG:32604
-156.70691377723588,71.31034186392945,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,42.0,42.0,,tp,Old road-2021-1-9,0.42,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,581994.2677046384,7913564.216847576,10.0,EPSG:32604
-156.7068998575705,71.31033397533629,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,30.0,30.0,,tp,Old road-2021-1-10,0.3,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,581994.7985741214,7913563.356436824,10.0,EPSG:32604
-156.70688593791638,71.31032608674212,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,21.0,21.0,,tp,Old road-2021-1-11,0.21,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,581995.3294436043,7913562.496026073,10.0,EPSG:32604
-156.70687201827354,71.31031819814689,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,24.0,24.0,,tp,Old road-2021-1-12,0.24,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,581995.8603130874,7913561.635615321,10.0,EPSG:32604
-156.70685809864202,71.31031030955072,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,24.0,24.0,,tp,Old road-2021-1-13,0.24,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,581996.3911825704,7913560.775204569,10.0,EPSG:32604
-156.7068441790218,71.31030242095348,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,27.0,27.0,,tp,Old road-2021-1-14,0.27,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,581996.9220520533,7913559.914793817,10.0,EPSG:32604
-156.70683025941287,71.31029453235521,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,20.0,20.0,,tp,Old road-2021-1-15,0.2,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,581997.4529215363,7913559.054383066,10.0,EPSG:32604
-156.70681633981522,71.31028664375596,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,22.0,22.0,,tp,Old road-2021-1-16,0.22,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,581997.9837910193,7913558.193972315,10.0,EPSG:32604
-156.70680242022888,71.31027875515566,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,23.0,23.0,,tp,Old road-2021-1-17,0.23,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,581998.5146605022,7913557.333561563,10.0,EPSG:32604
-156.70678850065383,71.31027086655438,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,21.0,21.0,,tp,Old road-2021-1-18,0.21,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,581999.0455299852,7913556.473150811,10.0,EPSG:32604
-156.7067745810901,71.31026297795206,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,24.0,24.0,,tp,Old road-2021-1-19,0.24,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,581999.5763994682,7913555.612740059,10.0,EPSG:32604
-156.70676066153763,71.31025508934873,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,24.0,24.0,,tp,Old road-2021-1-20,0.24,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,582000.1072689511,7913554.752329308,10.0,EPSG:32604
-156.70674674199645,71.31024720074436,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,28.999999999999996,28.999999999999996,,tp,Old road-2021-1-21,0.29,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,582000.6381384342,7913553.891918556,10.0,EPSG:32604
-156.70673282246662,71.31023931213899,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,38.0,38.0,,tp,Old road-2021-1-22,0.38,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,582001.1690079172,7913553.031507804,10.0,EPSG:32604
-156.706718902948,71.31023142353258,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,36.0,36.0,,tp,Old road-2021-1-23,0.36,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,582001.6998774001,7913552.171097052,10.0,EPSG:32604
-156.70670498344074,71.31022353492519,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,32.0,32.0,,tp,Old road-2021-1-24,0.32,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,582002.2307468831,7913551.3106863005,10.0,EPSG:32604
-156.70669106394476,71.31021564631676,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,39.0,39.0,,tp,Old road-2021-1-25,0.39,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,582002.7616163661,7913550.450275549,10.0,EPSG:32604
-156.70667714406474,71.31020775770251,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,39.0,39.0,,tp,Old road-2021-1-26,0.39,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,582003.2925,7913549.589864798,10.0,EPSG:32604
-156.70666322373876,71.31019986908169,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,35.0,35.0,,tp,Old road-2021-1-27,0.35,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,582003.8234,7913548.729454046,10.0,EPSG:32604
-156.70664930621786,71.31019198049384,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,36.0,36.0,,tp,Old road-2021-1-28,0.36,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,582004.3542,7913547.869043294,10.0,EPSG:32604
-156.7066353860738,71.31018409187288,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,37.0,37.0,,tp,Old road-2021-1-29,0.37,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,582004.8850942979,7913547.008632543,10.0,EPSG:32604
-156.7066214656224,71.31017620324708,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,41.0,41.0,,tp,Old road-2021-1-30,0.41,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,582005.416,7913546.148221791,10.0,EPSG:32604
-156.7066075481354,71.31016831465614,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,47.0,47.0,,tp,Old road-2021-1-31,0.47,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,582005.9468,7913545.287811039,10.0,EPSG:32604
-156.70659362778915,71.31016042602928,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,50.0,50.0,,tp,Old road-2021-1-32,0.5,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,582006.4777027469,7913544.427400287,10.0,EPSG:32604
-156.70657970838352,71.31015253741272,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,45.0,45.0,,tp,Old road-2021-1-33,0.45,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,582007.0085722299,7913543.566989535,10.0,EPSG:32604
-156.7065657889892,71.31014464879514,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,46.0,46.0,,tp,Old road-2021-1-34,0.46,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,582007.5394417129,7913542.706578784,10.0,EPSG:32604
-156.70655186960616,71.31013676017653,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,36.0,36.0,,tp,Old road-2021-1-35,0.36,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,582008.0703111958,7913541.846168032,10.0,EPSG:32604
-156.7065379502344,71.31012887155691,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,41.0,41.0,,tp,Old road-2021-1-36,0.41,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,582008.6011806788,7913540.985757281,10.0,EPSG:32604
-156.706524030874,71.31012098293628,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,87.0,87.0,,tp,Old road-2021-1-37,0.87,Took measurements every other meter across open gravel area (65 m through 83 m); to refusal,582009.1320501618,7913540.125346529,10.0,EPSG:32604
-156.70651011152484,71.31011309431462,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,0,,,100.0,tp,Old road-2021-1-38,,Frost probe bottomed out,582009.6629196447,7913539.2649357775,10.0,EPSG:32604
-156.706496192187,71.31010520569195,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,42.0,42.0,,tp,Old road-2021-1-39,0.42,To refusal,582010.1937891277,7913538.404525026,10.0,EPSG:32604
-156.70648227286043,71.31009731706826,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,20.0,20.0,,tp,Old road-2021-1-40,0.2,To refusal,582010.7246586108,7913537.544114274,10.0,EPSG:32604
-156.70646835354518,71.31008942844356,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,0,,,100.0,tp,Old road-2021-1-41,,Frost probe bottomed out,582011.2555280937,7913536.683703522,10.0,EPSG:32604
-156.70645443455152,71.31008153719497,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,33.0,33.0,,tp,Old road-2021-1-42,0.33,To refusal,582011.7863975767,7913535.823,10.0,EPSG:32604
-156.70644051494853,71.31007365119109,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,40.0,40.0,,tp,Old road-2021-1-43,0.4,To refusal,582012.3172670597,7913534.962882019,10.0,EPSG:32604
-156.70642659566715,71.31006576256331,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,0,,,100.0,tp,Old road-2021-1-44,,Frost probe bottomed out,582012.8481365426,7913534.102471267,10.0,EPSG:32604
-156.70641267639706,71.31005787393454,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,88.0,88.0,,tp,Old road-2021-1-45,0.88,Frost probe bottomed out,582013.3790060256,7913533.242060515,10.0,EPSG:32604
-156.70639875713826,71.31004998530474,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,63.0,63.0,,tp,Old road-2021-1-46,0.63,Frost probe bottomed out,582013.9098755086,7913532.381649764,10.0,EPSG:32604
-156.70638483789077,71.31004209667393,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,43.0,43.0,,tp,Old road-2021-1-47,0.43,Frost probe bottomed out,582014.4407449915,7913531.521239012,10.0,EPSG:32604
-156.70637091865459,71.3100342080421,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,40.0,40.0,,tp,Old road-2021-1-48,0.4,Frost probe bottomed out,582014.9716144745,7913530.660828261,10.0,EPSG:32604
-156.7063569994297,71.31002631940925,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,40.0,40.0,,tp,Old road-2021-1-49,0.4,Frost probe bottomed out,582015.5024839576,7913529.800417509,10.0,EPSG:32604
-156.70634308021607,71.31001843077537,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,46.0,46.0,,tp,Old road-2021-1-50,0.46,Frost probe bottomed out,582016.0333534405,7913528.940006757,10.0,EPSG:32604
-156.70632916101377,71.31001054214049,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,37.0,37.0,,tp,Old road-2021-1-51,0.37,Frost probe bottomed out,582016.5642229235,7913528.079596005,10.0,EPSG:32604
-156.70631524182275,71.31000265350457,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,38.0,38.0,,tp,Old road-2021-1-52,0.38,Frost probe bottomed out,582017.0950924065,7913527.219185254,10.0,EPSG:32604
-156.70630132264301,71.30999476486765,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,40.0,40.0,,tp,Old road-2021-1-53,0.4,Frost probe bottomed out,582017.6259618894,7913526.358774502,10.0,EPSG:32604
-156.70628740386016,71.30998687297097,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,38.0,38.0,,tp,Old road-2021-1-54,0.38,Frost probe bottomed out,582018.1568313724,7913525.498,10.0,EPSG:32604
-156.70627348431742,71.30997898759075,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,34.0,34.0,,tp,Old road-2021-1-55,0.34,Frost probe bottomed out,582018.6877008554,7913524.637952998,10.0,EPSG:32604
-156.7062595651716,71.30997109895078,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,57.99999999999999,57.99999999999999,,tp,Old road-2021-1-56,0.58,Frost probe bottomed out,582019.2185703383,7913523.777542247,10.0,EPSG:32604
-156.70624564603705,71.3099632103098,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,48.0,48.0,,tp,Old road-2021-1-57,0.48,Pond,582019.7494398213,7913522.917131496,10.0,EPSG:32604
-156.70623172691378,71.3099553216678,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,46.0,46.0,,tp,Old road-2021-1-58,0.46,Pond,582020.2803093044,7913522.056720744,10.0,EPSG:32604
-156.70621780780183,71.30994743302477,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,45.0,45.0,,tp,Old road-2021-1-59,0.45,Pond,582020.8111787873,7913521.196309992,10.0,EPSG:32604
-156.7062038885944,71.3099395452834,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,41.0,41.0,,tp,Old road-2021-1-60,0.41,Pond,582021.3420482703,7913520.336,10.0,EPSG:32604
-156.7061899696118,71.30993165573564,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,39.0,39.0,,tp,Old road-2021-1-61,0.39,Pond,582021.8729177533,7913519.475488489,10.0,EPSG:32604
-156.70617605053374,71.30992376708957,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,26.0,26.0,,tp,Old road-2021-1-62,0.26,Pond,582022.4037872362,7913518.615077737,10.0,EPSG:32604
-156.70616213146698,71.30991587844247,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,21.0,21.0,,tp,Old road-2021-1-63,0.21,Pond,582022.9346567192,7913517.754666985,10.0,EPSG:32604
-156.70614821241148,71.30990798979435,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,19.0,19.0,,tp,Old road-2021-1-64,0.19,Pond,582023.4655262022,7913516.894256233,10.0,EPSG:32604
-156.70613429336728,71.30990010114522,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,18.0,18.0,,tp,Old road-2021-1-65,0.18,Pond,582023.9963956851,7913516.033845481,10.0,EPSG:32604
-156.7061203743344,71.30989221249507,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,20.0,20.0,,tp,Old road-2021-1-66,0.2,Pond,582024.5272651681,7913515.173434731,10.0,EPSG:32604
-156.70610645531278,71.3098843238439,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,36.0,36.0,,tp,Old road-2021-1-67,0.36,Pond,582025.0581346512,7913514.313023979,10.0,EPSG:32604
-156.7060925363025,71.30987643519173,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,33.0,33.0,,tp,Old road-2021-1-68,0.33,Pond,582025.5890041341,7913513.452613227,10.0,EPSG:32604
-156.7060786173035,71.30986854653852,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,38.0,38.0,,tp,Old road-2021-1-69,0.38,Pond,582026.1198736171,7913512.592202475,10.0,EPSG:32604
-156.70606469831574,71.30986065788429,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,39.0,39.0,,tp,Old road-2021-1-70,0.39,Pond,582026.6507431001,7913511.7317917235,10.0,EPSG:32604
-156.70605077969088,71.30985276923333,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,55.00000000000001,55.00000000000001,,tp,Old road-2021-1-71,0.55,Pond,582027.1816,7913510.871380972,10.0,EPSG:32604
-156.70603685984162,71.30984488083347,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,45.0,45.0,,tp,Old road-2021-1-72,0.45,Pond,582027.7125,7913510.011,10.0,EPSG:32604
-156.7060229400668,71.30983699189905,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,47.0,47.0,,tp,Old road-2021-1-73,0.47,Pond,582028.2434,7913509.150559468,10.0,EPSG:32604
-156.70600902247784,71.30982910325723,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,45.0,45.0,,tp,Old road-2021-1-74,0.45,Pond,582028.7742210319,7913508.290148716,10.0,EPSG:32604
-156.7059951032816,71.30982121459468,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,43.0,43.0,,tp,Old road-2021-1-75,0.43,Pond,582029.3051,7913507.429737965,10.0,EPSG:32604
-156.7059811835091,71.30981332592398,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,30.0,30.0,,tp,Old road-2021-1-76,0.3,Pond,582029.836,7913506.569327214,10.0,EPSG:32604
-156.705967265718,71.30980543727624,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,38.0,38.0,,tp,Old road-2021-1-77,0.38,Pond,582030.3668294809,7913505.708916462,10.0,EPSG:32604
-156.7059533462966,71.30979755304207,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,42.0,42.0,,tp,Old road-2021-1-78,0.42,Pond,582030.8976989639,7913504.849,10.0,EPSG:32604
-156.70593942793457,71.3097896599505,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,42.0,42.0,,tp,Old road-2021-1-79,0.42,Pond,582031.4285684469,7913503.9880949585,10.0,EPSG:32604
-156.70592550905977,71.3097817712861,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,45.0,45.0,,tp,Old road-2021-1-80,0.45,Pond,582031.9594379298,7913503.127684207,10.0,EPSG:32604
-156.7059115901963,71.30977388262068,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,34.0,34.0,,tp,Old road-2021-1-81,0.34,Pond,582032.4903074128,7913502.267273455,10.0,EPSG:32604
-156.7058982530399,71.30976608505138,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,35.0,35.0,,tp,Old road-2021-1-82,0.35,Pond,582033.0,7913501.416227604,10.0,EPSG:32604
-156.7058840554946,71.30975827701079,2021-09-01,Utqiagvik_ERT_GPR,Old road-2021-1,1,43.0,43.0,,tp,Old road-2021-1-83,0.43,Pond,582033.5404901772,7913500.565181753,10.0,EPSG:32604
-156.66631217018784,71.29103959333524,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,36.0,36.0,,tp,Fence-2022-1-0,0.36,Pond,583528.4828,7911468.321,5.582,EPSG:32604
-156.66625741796116,71.2910431424415,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,30.0,30.0,,tp,Fence-2022-1-2,0.3,Pond,583530.4263874398,7911468.792194808,5.583,EPSG:32604
-156.66620058975073,71.29104682882182,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,32.0,32.0,,tp,Fence-2022-1-4,0.32,Pond,583532.4436554157,7911469.281558911,5.598,EPSG:32604
-156.66614550810442,71.29105027733365,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,32.0,32.0,,tp,Fence-2022-1-6,0.32,Pond,583534.3994596499,7911469.742,5.649,EPSG:32604
-156.6660907731401,71.29105324092492,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,33.0,33.0,,tp,Fence-2022-1-8,0.33,Pond,583536.3449464531,7911470.147914919,5.716,EPSG:32604
-156.66603375541692,71.2910544703882,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,40.0,40.0,,tp,Fence-2022-1-10,0.4,Pond,583538.3795638815,7911470.363698874,5.673,EPSG:32604
-156.6659817423368,71.29105728162297,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,46.0,46.0,,tp,Fence-2022-1-12,0.46,Pond,583540.2283250189,7911470.748876379,5.665,EPSG:32604
-156.66592498504065,71.29106144493342,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,32.0,32.0,,tp,Fence-2022-1-14,0.32,Pond,583542.241,7911471.291310212,5.669,EPSG:32604
-156.66587096280924,71.29106481355494,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,30.0,30.0,,tp,Fence-2022-1-16,0.3,Pond,583544.1592420968,7911471.741392317,5.602,EPSG:32604
-156.66581578927548,71.29106825089514,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,39.0,39.0,,tp,Fence-2022-1-18,0.39,Pond,583546.1183775443,7911472.200725749,5.557,EPSG:32604
-156.66576035595585,71.2910713345669,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,40.0,40.0,,tp,Fence-2022-1-20,0.4,Pond,583548.0883284617,7911472.621,5.261,EPSG:32604
-156.66570567306405,71.29107474175534,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,42.0,42.0,,tp,Fence-2022-1-22,0.42,Pond,583550.0300386363,7911473.076298551,5.264,EPSG:32604
-156.66565077843583,71.29107879033982,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,36.0,36.0,,tp,Fence-2022-1-24,0.36,Pond,583551.9765630196,7911473.603381176,5.512,EPSG:32604
-156.66559680666668,71.29108248278754,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,48.0,48.0,,tp,Fence-2022-1-26,0.48,Pond,583553.8916023846,7911474.089495809,5.512,EPSG:32604
-156.66554277441372,71.29108538030894,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,38.0,38.0,,tp,Fence-2022-1-28,0.38,Pond,583555.8122260143,7911474.487093409,5.543,EPSG:32604
-156.66548940665956,71.29108690125831,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,36.0,36.0,,tp,Fence-2022-1-30,0.36,Pond,583557.715,7911474.730342381,5.614,EPSG:32604
-156.66542672861553,71.29108906747886,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,32.0,32.0,,tp,Fence-2022-1-32,0.32,Pond,583559.9480874041,7911475.058376856,5.658,EPSG:32604
-156.66537781986304,71.2910921530947,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,40.0,40.0,,tp,Fence-2022-1-34,0.4,Pond,583561.6845980707,7911475.469866564,5.693,EPSG:32604
-156.66532130568262,71.29109342760835,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,43.0,43.0,,tp,Fence-2022-1-36,0.43,Pond,583563.701,7911475.69,5.653,EPSG:32604
-156.66526699605447,71.29109476266596,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,52.0,52.0,,tp,Fence-2022-1-38,0.52,Pond,583565.6382695385,7911475.913837753,5.632,EPSG:32604
-156.66521009990896,71.29109724611762,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,50.0,50.0,,tp,Fence-2022-1-40,0.5,Pond,583567.6631325444,7911476.269250507,5.632,EPSG:32604
-156.66515606744133,71.29109817563769,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,42.0,42.0,,tp,Fence-2022-1-42,0.42,Pond,583569.5922310516,7911476.447507769,5.671,EPSG:32604
-156.6651011634674,71.29110108187378,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,40.0,40.0,,tp,Fence-2022-1-44,0.4,Pond,583571.544,7911476.847295107,5.662,EPSG:32604
-156.6650456722424,71.29110259840934,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,47.0,47.0,,tp,Fence-2022-1-46,0.47,Pond,583573.5227603286,7911477.093,5.643,EPSG:32604
-156.66498855352432,71.29110497176273,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,46.0,46.0,,tp,Fence-2022-1-48,0.46,Pond,583575.5560580825,7911477.436456159,5.607,EPSG:32604
-156.6649327595965,71.29110621913492,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,59.0,59.0,,tp,Fence-2022-1-50,0.59,Pond,583577.5468059619,7911477.652582125,5.523,EPSG:32604
-156.6648778751348,71.29110961568557,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,54.0,54.0,,tp,Fence-2022-1-52,0.54,Pond,583579.4957637851,7911478.107,5.527,EPSG:32604
-156.664822765364,71.29111109798788,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,60.0,60.0,,tp,Fence-2022-1-54,0.6,Pond,583581.4610226088,7911478.348369434,5.472,EPSG:32604
-156.66476888122062,71.29111333466673,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,59.0,59.0,,tp,Fence-2022-1-56,0.59,Pond,583583.3791845841,7911478.672129561,5.485,EPSG:32604
-156.66471372684714,71.29111585474267,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,54.0,54.0,,tp,Fence-2022-1-58,0.54,Pond,583585.3415704553,7911479.029234093,5.519,EPSG:32604
-156.66465679147154,71.2911182040218,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,64.0,64.0,,tp,Fence-2022-1-60,0.64,Pond,583587.3684092588,7911479.369764691,5.556,EPSG:32604
-156.6646020314521,71.29112044065572,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,53.0,53.0,,tp,Fence-2022-1-62,0.53,Pond,583589.3179057025,7911479.694735498,5.602,EPSG:32604
-156.66454592623109,71.2911224748384,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,37.0,37.0,,tp,Fence-2022-1-64,0.37,Pond,583591.3164,7911479.999001995,5.67,EPSG:32604
-156.6644920432606,71.29112521923929,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,39.0,39.0,,tp,Fence-2022-1-66,0.39,Pond,583593.2323313563,7911480.3793597855,5.693,EPSG:32604
-156.66443547113357,71.29112778542638,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,47.0,47.0,,tp,Fence-2022-1-68,0.47,Pond,583595.2452382201,7911480.743572242,5.657,EPSG:32604
-156.6643807732256,71.29112930235571,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,50.0,50.0,,tp,Fence-2022-1-70,0.5,Pond,583597.1956093637,7911480.988246271,5.637,EPSG:32604
-156.664326009599,71.2911326001224,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,40.0,40.0,,tp,Fence-2022-1-72,0.4,Pond,583599.1406630806,7911481.431504432,5.58,EPSG:32604
-156.66427155361103,71.29113780445617,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,45.0,45.0,,tp,Fence-2022-1-74,0.45,Pond,583601.0665,7911482.086844466,5.554,EPSG:32604
-156.66421557892755,71.29114088379829,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,41.0,41.0,,tp,Fence-2022-1-76,0.41,Pond,583603.0558200601,7911482.507434519,5.544,EPSG:32604
-156.6641603755295,71.29114105746862,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,31.0,31.0,,tp,Fence-2022-1-78,0.31,Pond,583605.0300581553,7911482.603095116,5.562,EPSG:32604
-156.66410467558887,71.29114327913253,2022-09-01,Utqiagvik_ERT_GPR,Fence-2022-1,1,32.0,32.0,,tp,Fence-2022-1-80,0.32,Pond,583607.0132412729,7911482.927712529,5.608,EPSG:32604
