site_ID,lon_gpr,lat_gpr,alt_gpr,unc_alt_gpr
BS,-156.593435,71.258835,0.454892,0.077665
BS,-156.593436,71.258835,0.458972,0.078361
BS,-156.593437,71.258835,0.471211,0.080451
BS,-156.593439,71.258835,0.503849,0.086023
BS,-156.59344,71.258835,0.516088,0.088113
BS,-156.593437,71.258833,0.524248,0.089506
BS,-156.593435,71.258832,0.554846,0.09473
BS,-156.593434,71.258829,0.595643,0.101695
BS,-156.593433,71.258827,0.601763,0.10274
BS,-156.593432,71.258825,0.603803,0.103088
BS,-156.593431,71.258824,0.607883,0.103785
BS,-156.593431,71.258823,0.607883,0.103785
BS,-156.59343,71.258822,0.616042,0.105178
BS,-156.59343,71.258822,0.626242,0.106919
BS,-156.593433,71.258821,0.624202,0.106571
BS,-156.593435,71.25882,0.550766,0.094033
BS,-156.593435,71.258819,0.520168,0.088809
BS,-156.593435,71.258818,0.503849,0.086023
BS,-156.593437,71.258816,0.49773,0.084978
BS,-156.593438,71.258814,0.48549,0.082889
BS,-156.59344,71.258812,0.48549,0.082889
BS,-156.59344,71.258811,0.48141,0.082192
BS,-156.59344,71.258811,0.475291,0.081147
BS,-156.59344,71.25881,0.469171,0.080102
BS,-156.59344,71.25881,0.467131,0.079754
BS,-156.593441,71.258809,0.467131,0.079754
BS,-156.593442,71.258808,0.467131,0.079754
BS,-156.593443,71.258806,0.467131,0.079754
BS,-156.593443,71.258805,0.467131,0.079754
BS,-156.593443,71.258802,0.467131,0.079754
BS,-156.593443,71.2588,0.467131,0.079754
BS,-156.593443,71.258797,0.471211,0.080451
BS,-156.593443,71.258795,0.473251,0.080799
BS,-156.593443,71.258792,0.473251,0.080799
BS,-156.593443,71.258789,0.469171,0.080102
BS,-156.593443,71.258787,0.465091,0.079406
BS,-156.59344,71.258786,0.463052,0.079058
BS,-156.593437,71.258785,0.463052,0.079058
BS,-156.593436,71.258784,0.463052,0.079058
BS,-156.593435,71.258783,0.454892,0.077664
BS,-156.593435,71.258783,0.446733,0.076271
BS,-156.593435,71.258782,0.440613,0.075227
BS,-156.593434,71.258782,0.426334,0.072789
BS,-156.593434,71.258781,0.412055,0.070351
BS,-156.593434,71.258781,0.403895,0.068958
BS,-156.593434,71.25878,0.399815,0.068261
BS,-156.593433,71.25878,0.391656,0.066868
BS,-156.593432,71.258778,0.379417,0.064778
BS,-156.59343,71.258777,0.363098,0.061992
BS,-156.593431,71.258775,0.354938,0.060599
BS,-156.593432,71.258773,0.346779,0.059206
BS,-156.593433,71.25877,0.338619,0.057813
BS,-156.593434,71.258767,0.334539,0.057117
BS,-156.593435,71.258764,0.334539,0.057117
BS,-156.593435,71.258761,0.344739,0.058858
BS,-156.593436,71.258758,0.352898,0.060251
BS,-156.593437,71.258755,0.350858,0.059903
BS,-156.593438,71.258752,0.346779,0.059206
BS,-156.59344,71.258749,0.336579,0.057465
BS,-156.593442,71.258747,0.334539,0.057117
BS,-156.593443,71.258744,0.3325,0.056768
BS,-156.593443,71.258742,0.33046,0.05642
BS,-156.593444,71.258738,0.32842,0.056072
BS,-156.593446,71.258735,0.32638,0.055723
BS,-156.593447,71.258732,0.32638,0.055723
BS,-156.593449,71.25873,0.33046,0.05642
BS,-156.593451,71.258729,0.336579,0.057465
BS,-156.593453,71.258728,0.342699,0.05851
BS,-156.593455,71.258727,0.352898,0.060251
BS,-156.593456,71.258724,0.371257,0.063385
BS,-156.593458,71.258717,0.448772,0.07662
BS,-156.593456,71.258713,0.448772,0.07662
BS,-156.593454,71.258709,0.448772,0.07662
BS,-156.593452,71.258705,0.448772,0.07662
BS,-156.59345,71.258702,0.440613,0.075227
BS,-156.593448,71.258698,0.428374,0.073137
BS,-156.593446,71.258695,0.426334,0.072789
BS,-156.593444,71.258692,0.408995,0.069828
BS,-156.593442,71.258688,0.391656,0.066868
BS,-156.59344,71.258685,0.381457,0.065127
BS,-156.593437,71.258682,0.375337,0.064082
BS,-156.593437,71.25868,0.356978,0.060947
BS,-156.593443,71.258664,0.393696,0.067216
BS,-156.593444,71.258661,0.395736,0.067565
BS,-156.593445,71.258657,0.399815,0.068261
BS,-156.593445,71.258654,0.399815,0.068261
BS,-156.593444,71.258651,0.397776,0.067913
BS,-156.593444,71.258648,0.391656,0.066868
BS,-156.593443,71.258645,0.389616,0.06652
BS,-156.593442,71.258642,0.389616,0.06652
BS,-156.59344,71.258638,0.399815,0.068261
BS,-156.593438,71.258635,0.403895,0.068958
BS,-156.593437,71.258632,0.405935,0.069306
BS,-156.593435,71.258627,0.412055,0.070351
BS,-156.593434,71.258625,0.415115,0.070873
BS,-156.593434,71.258623,0.418174,0.071396
BS,-156.593433,71.258622,0.420214,0.071744
BS,-156.593433,71.258619,0.420214,0.071744
BS,-156.593432,71.258616,0.418174,0.071396
BS,-156.593432,71.258613,0.416135,0.071047
BS,-156.593433,71.258613,0.414095,0.070699
BS,-156.593434,71.258613,0.412055,0.070351
BS,-156.593435,71.258613,0.410015,0.070003
BS,-156.593437,71.258613,0.407975,0.069654
BS,-156.593435,71.25861,0.403895,0.068958
BS,-156.593437,71.258608,0.403895,0.068958
BS,-156.593438,71.258607,0.403895,0.068958
BS,-156.593439,71.258604,0.403895,0.068958
BS,-156.593439,71.2586,0.405935,0.069306
BS,-156.593439,71.258597,0.410015,0.070003
BS,-156.593439,71.258594,0.424294,0.07244
BS,-156.593439,71.258591,0.428374,0.073137
BS,-156.593439,71.258591,0.436533,0.07453
BS,-156.59344,71.258588,0.440613,0.075227
BS,-156.59344,71.258585,0.444693,0.075923
BS,-156.59344,71.258582,0.456932,0.078013
BS,-156.593435,71.258575,0.465091,0.079406
BS,-156.593434,71.258572,0.471211,0.080451
BS,-156.593433,71.25857,0.49161,0.083933
BS,-156.593433,71.258567,0.49161,0.083933
BS,-156.593433,71.258564,0.48753,0.083237
BS,-156.593432,71.258561,0.48345,0.08254
BS,-156.593432,71.258558,0.477331,0.081495
BS,-156.593431,71.258555,0.477331,0.081495
BS,-156.593431,71.258552,0.477331,0.081495
BS,-156.59343,71.25855,0.477331,0.081495
BS,-156.59343,71.258547,0.477331,0.081495
BS,-156.593431,71.258544,0.473251,0.080799
BS,-156.593431,71.258541,0.465091,0.079406
BS,-156.593432,71.258538,0.465091,0.079406
BS,-156.593431,71.258536,0.461012,0.078709
BS,-156.59343,71.258533,0.458972,0.078361
BS,-156.593429,71.258531,0.458972,0.078361
BS,-156.593428,71.258528,0.458972,0.078361
BS,-156.593428,71.258526,0.458972,0.078361
BS,-156.593427,71.258523,0.467131,0.079754
BS,-156.593427,71.25852,0.469171,0.080102
BS,-156.593426,71.258517,0.469171,0.080102
BS,-156.593426,71.258514,0.469171,0.080102
BS,-156.593425,71.258512,0.469171,0.080102
BS,-156.593425,71.258505,0.469171,0.080102
BS,-156.593425,71.258502,0.467131,0.079754
BS,-156.593425,71.258498,0.463052,0.079058
BS,-156.593424,71.258495,0.463052,0.079058
BS,-156.593424,71.258492,0.463052,0.079058
BS,-156.593424,71.258488,0.463052,0.079058
BS,-156.593424,71.258485,0.463052,0.079058
BS,-156.593424,71.258482,0.463052,0.079058
BS,-156.593423,71.258478,0.463052,0.079058
BS,-156.593423,71.25847,0.463052,0.079058
BS,-156.593423,71.258467,0.461012,0.078709
BS,-156.593422,71.258465,0.456932,0.078013
BS,-156.593421,71.258462,0.454892,0.077665
BS,-156.59342,71.258459,0.452852,0.077316
BS,-156.593419,71.258456,0.452852,0.077316
BS,-156.593418,71.258453,0.448772,0.07662
BS,-156.593419,71.258451,0.448772,0.07662
BS,-156.593419,71.258449,0.446733,0.076271
BS,-156.59342,71.258446,0.446733,0.076271
BS,-156.59342,71.258444,0.444693,0.075923
BS,-156.593421,71.258441,0.444693,0.075923
BS,-156.593421,71.258439,0.438573,0.074878
BS,-156.593422,71.258437,0.430414,0.073485
BS,-156.593421,71.258436,0.422254,0.072092
BS,-156.593421,71.258435,0.405935,0.069306
BS,-156.59342,71.258434,0.399815,0.068261
BS,-156.59342,71.258433,0.389616,0.06652
BS,-156.593417,71.258431,0.385536,0.065823
BS,-156.593414,71.258429,0.373297,0.063734
BS,-156.593412,71.258427,0.369217,0.063037
BS,-156.59341,71.258425,0.367177,0.062689
BS,-156.593408,71.258423,0.375337,0.064082
BS,-156.593409,71.258422,0.383496,0.065475
BS,-156.593411,71.25842,0.397776,0.067913
BS,-156.593412,71.258418,0.397776,0.067913
BS,-156.593413,71.258417,0.397776,0.067913
BS,-156.593414,71.258415,0.393696,0.067216
BS,-156.593415,71.258413,0.385536,0.065823
BS,-156.593415,71.258411,0.379417,0.064778
BS,-156.593414,71.258409,0.371257,0.063385
BS,-156.593414,71.258404,0.363098,0.061992
BS,-156.593413,71.258402,0.31822,0.05433
BS,-156.593413,71.2584,0.310061,0.052937
BS,-156.593412,71.258398,0.308021,0.052589
BS,-156.593411,71.258396,0.308021,0.052589
BS,-156.59341,71.258394,0.308021,0.052589
BS,-156.59341,71.258391,0.310061,0.052937
BS,-156.593409,71.258389,0.32026,0.054679
BS,-156.593408,71.258387,0.33046,0.05642
BS,-156.593407,71.258385,0.340659,0.058161
BS,-156.593407,71.258383,0.346779,0.059206
BS,-156.593405,71.258381,0.346779,0.059206
BS,-156.593403,71.258378,0.346779,0.059206
BS,-156.593402,71.258375,0.345759,0.059032
BS,-156.593402,71.258372,0.344739,0.058858
BS,-156.5934,71.258369,0.338619,0.057813
BS,-156.593398,71.258365,0.336579,0.057465
BS,-156.593397,71.258362,0.32638,0.055723
BS,-156.593395,71.258359,0.32638,0.055723
BS,-156.593393,71.258356,0.32434,0.055375
BS,-156.593392,71.258353,0.310061,0.052937
BS,-156.59339,71.25835,0.308021,0.052589
BS,-156.593389,71.258347,0.297822,0.050848
BS,-156.593388,71.258343,0.287622,0.049106
BS,-156.593389,71.258342,0.281503,0.048061
BS,-156.59339,71.25834,0.277423,0.047365
BS,-156.59339,71.258337,0.275383,0.047017
BS,-156.593391,71.258335,0.265184,0.045275
BS,-156.593391,71.258332,0.254984,0.043534
BS,-156.593392,71.25833,0.246825,0.042141
BS,-156.593393,71.258327,0.242745,0.041444
BS,-156.593395,71.258323,0.240705,0.041096
BS,-156.593397,71.25832,0.238665,0.040748
BS,-156.593397,71.258317,0.238665,0.040748
BS,-156.593397,71.258313,0.236625,0.040399
BS,-156.593395,71.25831,0.235606,0.040225
BS,-156.593393,71.258307,0.234586,0.040051
BS,-156.593392,71.258304,0.234586,0.040051
BS,-156.59339,71.258301,0.234586,0.040051
BS,-156.593388,71.258298,0.242745,0.041444
BS,-156.593387,71.258295,0.245805,0.041967
BS,-156.593385,71.258291,0.248865,0.042489
BS,-156.593383,71.258287,0.252944,0.043186
BS,-156.593382,71.258283,0.257024,0.043882
BS,-156.593382,71.258279,0.259064,0.04423
BS,-156.593383,71.258275,0.269264,0.045972
BS,-156.593384,71.258273,0.271303,0.04632
BS,-156.593385,71.25827,0.271303,0.04632
BS,-156.593384,71.258266,0.265184,0.045275
BS,-156.593382,71.258263,0.257024,0.043882
BS,-156.593381,71.258259,0.252944,0.043186
BS,-156.59338,71.258255,0.252944,0.043186
BS,-156.593377,71.258251,0.254984,0.043534
BS,-156.593373,71.258247,0.257024,0.043882
BS,-156.59337,71.258243,0.267224,0.045624
BS,-156.593367,71.258239,0.281503,0.048061
BS,-156.593363,71.258235,0.283543,0.04841
BS,-156.593359,71.258232,0.32026,0.054679
BS,-156.593355,71.258228,0.33046,0.05642
BS,-156.593356,71.258224,0.33046,0.05642
BS,-156.593356,71.258221,0.33046,0.05642
BS,-156.593357,71.258217,0.33148,0.056594
BS,-156.593356,71.258215,0.3325,0.056768
BS,-156.593355,71.258212,0.32842,0.056072
BS,-156.593354,71.25821,0.32434,0.055375
BS,-156.593353,71.258208,0.32026,0.054679
BS,-156.59335,71.258206,0.316181,0.053982
BS,-156.593347,71.258203,0.303941,0.051892
BS,-156.593343,71.258202,0.299862,0.051196
BS,-156.59334,71.2582,0.285582,0.048758
BS,-156.593337,71.258197,0.271303,0.04632
BS,-156.593334,71.258194,0.265184,0.045275
BS,-156.593332,71.258192,0.254984,0.043534
BS,-156.593329,71.258189,0.248865,0.042489
BS,-156.593326,71.258187,0.242745,0.041444
BS,-156.593323,71.258184,0.236625,0.040399
BS,-156.59332,71.258182,0.232546,0.039703
BS,-156.593318,71.25818,0.231526,0.039529
BS,-156.593315,71.258178,0.230506,0.039355
BS,-156.593313,71.258176,0.230506,0.039355
BS,-156.593312,71.258173,0.230506,0.039355
BS,-156.593311,71.258171,0.230506,0.039355
BS,-156.59331,71.258168,0.230506,0.039355
BS,-156.593307,71.258165,0.229486,0.039181
BS,-156.593305,71.258161,0.228466,0.039006
BS,-156.593302,71.258157,0.226426,0.038658
BS,-156.593299,71.258154,0.222346,0.037962
BS,-156.593297,71.25815,0.221326,0.037787
BS,-156.593292,71.258147,0.220306,0.037613
BS,-156.593288,71.258143,0.218267,0.037265
BS,-156.593286,71.258141,0.212147,0.03622
BS,-156.593283,71.258138,0.209087,0.035698
BS,-156.593282,71.258135,0.206027,0.035175
BS,-156.593281,71.258132,0.206027,0.035175
BS,-156.59328,71.258128,0.206027,0.035175
BS,-156.593277,71.258126,0.210107,0.035872
BS,-156.593275,71.258123,0.210107,0.035872
BS,-156.593273,71.258121,0.210107,0.035872
BS,-156.59327,71.258118,0.211127,0.036046
BS,-156.593268,71.258116,0.212147,0.03622
BS,-156.593267,71.258113,0.212147,0.03622
BS,-156.593265,71.258111,0.212147,0.03622
BS,-156.593264,71.258109,0.212147,0.03622
BS,-156.593263,71.258107,0.212147,0.03622
BS,-156.593261,71.258104,0.212147,0.03622
BS,-156.59326,71.258102,0.210107,0.035872
BS,-156.593258,71.2581,0.206027,0.035175
BS,-156.593255,71.258097,0.201948,0.034479
BS,-156.593251,71.258093,0.195828,0.033434
BS,-156.593247,71.25809,0.191748,0.032738
BS,-156.593244,71.258087,0.191748,0.032738
BS,-156.59324,71.258083,0.191748,0.032738
BS,-156.593238,71.258081,0.191748,0.032738
BS,-156.593237,71.258078,0.191748,0.032738
BS,-156.593235,71.258076,0.192768,0.032912
BS,-156.593232,71.258074,0.193788,0.033086
BS,-156.59323,71.258072,0.195828,0.033434
BS,-156.593228,71.25807,0.195828,0.033434
BS,-156.593224,71.258067,0.193788,0.033086
BS,-156.59322,71.258064,0.187669,0.032041
BS,-156.593216,71.258061,0.183589,0.031344
BS,-156.593212,71.258058,0.183589,0.031344
BS,-156.593208,71.258055,0.181549,0.030996
BS,-156.593204,71.258051,0.181549,0.030996
BS,-156.5932,71.258048,0.181549,0.030996
BS,-156.593194,71.258045,0.181549,0.030996
BS,-156.593188,71.258042,0.183589,0.031344
BS,-156.593182,71.258038,0.189708,0.032389
BS,-156.593177,71.258035,0.195828,0.033434
BS,-156.593173,71.258032,0.201948,0.034479
BS,-156.593168,71.25803,0.210107,0.035872
BS,-156.593163,71.258027,0.218267,0.037265
BS,-156.593157,71.258024,0.224386,0.03831
BS,-156.593152,71.258022,0.228466,0.039006
BS,-156.593144,71.258017,0.234586,0.040051
BS,-156.593137,71.258013,0.238665,0.040748
BS,-156.593123,71.258009,0.238665,0.040748
BS,-156.59311,71.258006,0.238665,0.040748
BS,-156.593097,71.258002,0.236625,0.040399
BS,-156.593088,71.257999,0.236625,0.040399
BS,-156.59308,71.257997,0.238665,0.040748
BS,-156.593072,71.257994,0.250905,0.042837
BS,-156.593063,71.257992,0.263144,0.044927
BS,-156.593053,71.257989,0.269264,0.045972
BS,-156.593043,71.257987,0.273343,0.046668
BS,-156.593033,71.257985,0.273343,0.046668
BS,-156.593028,71.257983,0.273343,0.046668
BS,-156.593023,71.257982,0.267224,0.045624
BS,-156.593018,71.25798,0.263144,0.044927
BS,-156.593013,71.257978,0.263144,0.044927
BS,-156.593006,71.257977,0.269264,0.045972
BS,-156.592998,71.257975,0.281503,0.048061
BS,-156.59299,71.257973,0.250905,0.042837
BS,-156.592984,71.257972,0.246825,0.042141
BS,-156.592978,71.257971,0.246825,0.042141
BS,-156.592972,71.25797,0.252944,0.043186
BS,-156.592966,71.257969,0.254984,0.043534
BS,-156.59296,71.257968,0.269264,0.045972
BS,-156.59295,71.257966,0.283543,0.04841
BS,-156.59294,71.257964,0.293742,0.050151
BS,-156.59293,71.257962,0.303941,0.051892
BS,-156.592925,71.257961,0.316181,0.053982
BS,-156.592921,71.25796,0.338619,0.057813
BS,-156.592916,71.257959,0.367177,0.062689
BS,-156.592912,71.257958,0.379417,0.064778
BS,-156.592908,71.257953,0.391656,0.066868
BS,-156.592906,71.257953,0.395736,0.067565
BS,-156.592904,71.257952,0.397776,0.067913
BS,-156.592902,71.257952,0.397776,0.067913
BS,-156.592898,71.25795,0.391656,0.066868
BS,-156.592894,71.257948,0.375337,0.064082
BS,-156.59289,71.257947,0.365138,0.062341
BS,-156.592887,71.257944,0.336579,0.057465
BS,-156.592884,71.257941,0.32026,0.054679
BS,-156.592882,71.257938,0.259064,0.04423
BS,-156.592879,71.257937,0.244785,0.041793
BS,-156.592877,71.257937,0.238665,0.040748
BS,-156.592874,71.257935,0.234586,0.040051
BS,-156.592872,71.257933,0.230506,0.039355
BS,-156.59287,71.257932,0.226426,0.038658
BS,-156.592863,71.257927,0.218267,0.037265
BS,-156.592863,71.257926,0.218267,0.037265
BS,-156.592863,71.257925,0.218267,0.037265
BS,-156.592863,71.257924,0.218267,0.037265
BS,-156.592863,71.257923,0.218267,0.037265
BS,-156.592857,71.257922,0.218267,0.037265
BS,-156.59285,71.257921,0.218267,0.037265
BS,-156.592843,71.25792,0.222346,0.037962
BS,-156.592837,71.257918,0.222346,0.037962
BS,-156.592831,71.257915,0.226426,0.038658
BS,-156.592825,71.257913,0.230506,0.039355
BS,-156.592818,71.25791,0.234586,0.040051
BS,-156.592816,71.257906,0.238665,0.040748
BS,-156.592813,71.257902,0.246825,0.042141
BS,-156.59281,71.257898,0.246825,0.042141
BS,-156.592812,71.257895,0.246825,0.042141
BS,-156.592813,71.257892,0.246825,0.042141
BS,-156.592812,71.25789,0.246825,0.042141
BS,-156.592811,71.257888,0.246825,0.042141
BS,-156.59281,71.257887,0.246825,0.042141
BS,-156.592806,71.257883,0.249885,0.042663
BS,-156.592802,71.25788,0.252944,0.043186
BS,-156.592798,71.257877,0.254984,0.043534
BS,-156.592794,71.257873,0.262124,0.044753
BS,-156.592791,71.25787,0.269264,0.045972
BS,-156.592787,71.257867,0.308021,0.052589
BS,-156.592787,71.257864,0.33046,0.05642
BS,-156.592787,71.257862,0.352898,0.060251
BS,-156.592787,71.257859,0.359018,0.061296
BS,-156.592788,71.257857,0.361058,0.061644
BS,-156.592787,71.257853,0.361058,0.061644
BS,-156.592787,71.25785,0.361058,0.061644
BS,-156.592786,71.257847,0.361058,0.061644
BS,-156.592785,71.257843,0.359018,0.061296
BS,-156.592782,71.25784,0.350858,0.059903
BS,-156.592779,71.257837,0.346779,0.059206
BS,-156.592777,71.257833,0.346779,0.059206
BS,-156.592772,71.257833,0.346779,0.059206
BS,-156.592768,71.257832,0.348819,0.059554
BS,-156.592767,71.257831,0.350858,0.059903
BS,-156.592765,71.25783,0.350858,0.059903
BS,-156.592764,71.25783,0.346779,0.059206
BS,-156.592763,71.257829,0.344739,0.058858
BS,-156.592762,71.257829,0.336579,0.057465
BS,-156.592762,71.257828,0.3325,0.056768
BS,-156.592759,71.257826,0.32638,0.055723
BS,-156.592756,71.257824,0.3223,0.055027
BS,-156.592753,71.257822,0.32026,0.054679
BS,-156.592751,71.257819,0.316181,0.053982
BS,-156.592748,71.257817,0.312101,0.053286
BS,-156.592737,71.257808,0.446733,0.076271
BS,-156.592735,71.257807,0.446733,0.076271
BS,-156.592731,71.257803,0.454892,0.077665
BS,-156.592727,71.2578,0.463052,0.079058
BS,-156.592723,71.257797,0.469171,0.080102
BS,-156.592723,71.257795,0.471211,0.080451
BS,-156.592723,71.257793,0.473251,0.080799
BS,-156.592722,71.257791,0.473251,0.080799
BS,-156.59272,71.257789,0.469171,0.080102
BS,-156.592718,71.257788,0.465091,0.079406
BS,-156.592717,71.257786,0.461012,0.078709
BS,-156.592715,71.257784,0.454892,0.077665
BS,-156.592713,71.257782,0.448772,0.07662
BS,-156.592708,71.257779,0.448772,0.07662
BS,-156.592702,71.257776,0.448772,0.07662
BS,-156.592697,71.257773,0.445713,0.076097
BS,-156.592692,71.257772,0.442653,0.075575
BS,-156.592688,71.25777,0.442653,0.075575
BS,-156.592682,71.257767,0.452852,0.077316
BS,-156.592677,71.257765,0.461012,0.078709
BS,-156.59267,71.257763,0.461012,0.078709
BS,-156.592663,71.257761,0.458972,0.078361
BS,-156.592657,71.257759,0.450812,0.076968
BS,-156.59265,71.257757,0.444693,0.075923
BS,-156.592639,71.257753,0.440613,0.075227
BS,-156.592628,71.25775,0.407975,0.069654
BS,-156.592617,71.257747,0.403895,0.068958
BS,-156.592611,71.257745,0.393696,0.067216
BS,-156.592606,71.257743,0.391656,0.066868
BS,-156.5926,71.257742,0.387576,0.066172
BS,-156.59259,71.257739,0.390636,0.066694
BS,-156.59258,71.257737,0.393696,0.067216
BS,-156.59257,71.257734,0.397776,0.067913
BS,-156.59256,71.257732,0.401855,0.068609
BS,-156.592557,71.257729,0.410015,0.070003
BS,-156.592553,71.257727,0.410015,0.070003
BS,-156.59255,71.257724,0.418174,0.071396
BS,-156.592547,71.257722,0.424294,0.07244
BS,-156.592545,71.25772,0.428374,0.073137
BS,-156.592543,71.257718,0.434493,0.074182
BS,-156.592541,71.257716,0.442653,0.075575
BS,-156.592538,71.257713,0.448772,0.07662
BS,-156.592535,71.257711,0.456932,0.078013
BS,-156.592532,71.257709,0.461012,0.078709
BS,-156.592528,71.257707,0.465091,0.079406
BS,-156.592525,71.257705,0.469171,0.080102
BS,-156.592522,71.257703,0.471211,0.080451
BS,-156.592519,71.257701,0.471211,0.080451
BS,-156.592517,71.257698,0.479371,0.081844
BS,-156.592513,71.257696,0.48753,0.083237
BS,-156.59251,71.257693,0.48345,0.08254
BS,-156.592508,71.25769,0.471211,0.080451
BS,-156.592507,71.257687,0.466111,0.07958
BS,-156.592505,71.257684,0.461012,0.078709
BS,-156.592504,71.257682,0.434493,0.074182
BS,-156.592503,71.257679,0.428374,0.073137
BS,-156.592502,71.257677,0.416135,0.071047
BS,-156.592499,71.257673,0.410015,0.070003
BS,-156.592497,71.25767,0.407975,0.069654
BS,-156.592495,71.257667,0.405935,0.069306
BS,-156.592494,71.257664,0.405935,0.069306
BS,-156.592493,71.257662,0.407975,0.069654
BS,-156.592491,71.257659,0.418174,0.071396
BS,-156.592489,71.257657,0.424294,0.07244
BS,-156.592487,71.257655,0.432454,0.073834
BS,-156.592484,71.257653,0.432454,0.073834
BS,-156.592482,71.257651,0.434493,0.074182
BS,-156.59248,71.257648,0.436533,0.07453
BS,-156.592479,71.257645,0.446733,0.076271
BS,-156.592479,71.257642,0.454892,0.077665
BS,-156.592478,71.257638,0.461012,0.078709
BS,-156.592477,71.257636,0.465091,0.079406
BS,-156.592475,71.257633,0.467131,0.079754
BS,-156.592472,71.25763,0.465091,0.079406
BS,-156.592468,71.257627,0.462032,0.078883
BS,-156.592465,71.257623,0.458972,0.078361
BS,-156.592461,71.25762,0.458972,0.078361
BS,-156.592457,71.257617,0.458972,0.078361
BS,-156.592453,71.257613,0.458972,0.078361
BS,-156.592449,71.25761,0.458972,0.078361
BS,-156.592445,71.257607,0.458972,0.078361
BS,-156.592442,71.257603,0.456932,0.078013
BS,-156.592442,71.2576,0.456932,0.078013
BS,-156.592442,71.257597,0.456932,0.078013
BS,-156.592442,71.257593,0.463052,0.079058
BS,-156.592442,71.25759,0.466111,0.07958
BS,-156.592439,71.257587,0.469171,0.080102
BS,-156.592437,71.257583,0.469171,0.080102
BS,-156.592435,71.25758,0.469171,0.080102
BS,-156.592433,71.257577,0.469171,0.080102
BS,-156.592431,71.257575,0.469171,0.080102
BS,-156.592429,71.257572,0.469171,0.080102
BS,-156.592427,71.25757,0.465091,0.079406
BS,-156.592426,71.257567,0.461012,0.078709
BS,-156.592425,71.257565,0.461012,0.078709
BS,-156.59242,71.25756,0.461012,0.078709
BS,-156.592414,71.257557,0.448772,0.07662
BS,-156.592408,71.257554,0.443333,0.075691
BS,-156.592401,71.257551,0.437893,0.074762
BS,-156.592395,71.257548,0.432454,0.073834
BS,-156.592389,71.257546,0.430414,0.073485
BS,-156.592383,71.257544,0.424294,0.07244
BS,-156.592376,71.257542,0.424294,0.07244
BS,-156.59237,71.25754,0.424294,0.07244
BS,-156.592366,71.257539,0.424294,0.07244
BS,-156.592317,71.257532,0.371257,0.063385
BS,-156.592312,71.257531,0.371257,0.063385
BS,-156.592307,71.257531,0.371257,0.063385
BS,-156.592302,71.25753,0.371257,0.063385
BS,-156.592297,71.25753,0.373297,0.063734
BS,-156.592285,71.257528,0.375337,0.064082
BS,-156.592282,71.257527,0.379417,0.064778
BS,-156.592278,71.257526,0.383496,0.065475
BS,-156.592275,71.257525,0.395736,0.067565
BS,-156.59227,71.257524,0.405935,0.069306
BS,-156.592266,71.257522,0.410015,0.070003
BS,-156.592261,71.257521,0.414095,0.070699
BS,-156.592257,71.25752,0.415115,0.070873
BS,-156.592248,71.257518,0.416135,0.071047
BS,-156.59224,71.257517,0.417154,0.071221
BS,-156.592232,71.257515,0.418174,0.071396
BS,-156.592225,71.257513,0.424294,0.07244
BS,-156.592218,71.257512,0.430414,0.073485
BS,-156.592211,71.25751,0.434493,0.074182
BS,-156.592203,71.257508,0.438573,0.074878
BS,-156.592193,71.257508,0.441633,0.075401
BS,-156.592182,71.257507,0.444693,0.075923
BS,-156.592172,71.257507,0.452852,0.077316
BS,-156.592162,71.257507,0.469171,0.080102
BS,-156.592152,71.257507,0.469171,0.080102
BS,-156.592143,71.257507,0.477331,0.081495
BS,-156.592133,71.257507,0.48345,0.08254
BS,-156.592122,71.257507,0.48957,0.083585
BS,-156.592112,71.257507,0.49671,0.084804
BS,-156.592087,71.257507,0.503849,0.086023
BS,-156.592076,71.257508,0.509969,0.087068
BS,-156.592065,71.257508,0.512009,0.087416
BS,-156.592054,71.257509,0.507929,0.08672
BS,-156.592043,71.25751,0.503849,0.086023
BS,-156.59203,71.257511,0.49773,0.084978
BS,-156.592017,71.257512,0.49161,0.083933
BS,-156.592003,71.257513,0.48957,0.083585
BS,-156.591993,71.257514,0.48549,0.082889
BS,-156.591983,71.257515,0.49161,0.083933
BS,-156.591972,71.257516,0.49773,0.084978
BS,-156.591962,71.257517,0.512009,0.087416
BS,-156.59195,71.257518,0.526288,0.089854
BS,-156.591939,71.257518,0.542607,0.09264
BS,-156.591928,71.257519,0.565045,0.096471
BS,-156.591917,71.25752,0.573205,0.097864
BS,-156.591907,71.257521,0.587484,0.100302
BS,-156.591897,71.257522,0.589524,0.10065
BS,-156.591887,71.257524,0.579324,0.098909
BS,-156.591877,71.257525,0.571165,0.097516
BS,-156.591857,71.257527,0.558926,0.095426
BS,-156.591847,71.257528,0.552806,0.094382
BS,-156.591837,71.25753,0.548726,0.093685
BS,-156.591826,71.257531,0.543627,0.092814
BS,-156.591816,71.257532,0.538527,0.091944
BS,-156.591805,71.257532,0.530367,0.090551
BS,-156.591795,71.257533,0.528328,0.090202
BS,-156.591786,71.257534,0.528328,0.090202
BS,-156.591776,71.257535,0.528328,0.090202
BS,-156.591767,71.257536,0.528328,0.090202
BS,-156.591758,71.257537,0.528328,0.090202
BS,-156.591749,71.257538,0.524248,0.089506
BS,-156.591739,71.257539,0.524248,0.089506
BS,-156.59173,71.25754,0.530367,0.090551
BS,-156.591719,71.257541,0.536487,0.091595
BS,-156.591708,71.257542,0.542607,0.09264
BS,-156.591698,71.257542,0.536487,0.091595
