Site	date	Probe	thaw	probe code
	collected	number	depth (cm)	"(I,R,O)"
TKN0124	9/28/2001	3	50	R
TKN0124	9/28/2001	4	43	R
TKN0124	9/28/2001	5	47	R
TKN0124	9/28/2001	6	62	R
TKN0124	9/28/2001	7	37	R
TKN0124	9/28/2001	8	40	R
TKN0124	9/28/2001	9	59	R
TKN0124	9/28/2001	10	47	R
TKN0125	9/28/2001	1	85	I
TKN0125	9/28/2001	2	95	I
TKN0125	9/28/2001	3	94	I
TKN0125	9/28/2001	4	120	O
TKN0125	9/28/2001	5	82	I
TKN0125	9/28/2001	6	120	O
TKN0125	9/28/2001	7	120	O
TKN0125	9/28/2001	8	120	O
TKN0125	9/28/2001	9	120	O
TKN0125	9/28/2001	10	105	I
TKN0126	9/28/2001	1	52	I
TKN0126	9/28/2001	2	57	I
TKN0126	9/28/2001	3	50	I
TKN0126	9/28/2001	4	39	I
TKN0126	9/28/2001	5	35	I
TKN0126	9/28/2001	6	45	I
TKN0126	9/28/2001	7	58	I
TKN0126	9/28/2001	8	60	I
TKN0126	9/28/2001	9	40	I
TKN0126	9/28/2001	10	39	I
TKN0127	9/19/2001	1	64	I
TKN0127	9/19/2001	2	56	I
TKN0127	9/19/2001	3	69	I
TKN0127	9/19/2001	4	52	I
TKN0127	9/19/2001	5	50	I
TKN0127	9/19/2001	6	65	I
TKN0127	9/19/2001	7	60	I
TKN0127	9/19/2001	8	50	I
TKN0127	9/19/2001	9	55	I
TKN0127	9/19/2001	10	65	I
TKN0128	9/19/2001	1	60	I
TKN0128	9/19/2001	2	55	I
TKN0128	9/19/2001	3	55	I
TKN0128	9/19/2001	4	55	I
TKN0128	9/19/2001	5	58	I
TKN0128	9/19/2001	6	52	I
TKN0128	9/19/2001	7	51	I
TKN0128	9/19/2001	8	57	I
TKN0128	9/19/2001	9	54	I
TKN0128	9/19/2001	10	55	I
TKN0129	10/4/2001	1	46	I
TKN0129	10/4/2001	2	66	I
TKN0129	10/4/2001	3	63	I
TKN0129	10/4/2001	4	64	I
TKN0129	10/4/2001	5	58	I
TKN0129	10/4/2001	6	63	I
TKN0129	10/4/2001	7	56	I
TKN0129	10/4/2001	8	70	I
TKN0129	10/4/2001	9	48	I
TKN0129	10/4/2001	10	60	I
TKN0130	9/13/2001	1	95	I
TKN0130	9/13/2001	2	85	I
TKN0130	9/13/2001	3	80	I
TKN0130	9/13/2001	4	60	I
TKN0130	9/13/2001	5	65	I
TKN0130	9/13/2001	6	65	I
TKN0130	9/13/2001	7	70	I
TKN0130	9/13/2001	8	60	I
TKN0130	9/13/2001	9	75	I
TKN0130	9/13/2001	10	90	I
TKN0131	9/13/2001	1	58	I
TKN0131	9/13/2001	2	45	I
TKN0131	9/13/2001	3	55	I
TKN0131	9/13/2001	4	32	I
TKN0131	9/13/2001	5	51	I
TKN0131	9/13/2001	6	34	I
TKN0131	9/13/2001	7	36	I
TKN0131	9/13/2001	8	38	I
TKN0131	9/13/2001	9	52	I
TKN0131	9/13/2001	10	48	I
TKN0132	9/21/2001	1	44	I
TKN0132	9/21/2001	2	39	I
TKN0132	9/21/2001	3	44	I
TKN0132	9/21/2001	4	30	I
TKN0132	9/21/2001	5	48	I
TKN0132	9/21/2001	6	49	I
TKN0132	9/21/2001	7	45	I
TKN0132	9/21/2001	8	38	I
TKN0132	9/21/2001	9	45	I
TKN0132	9/21/2001	10	48	I
TKN0133	9/21/2001	1	44	I
TKN0133	9/21/2001	2	47	I
TKN0133	9/21/2001	3	49	I
TKN0133	9/21/2001	4	50	I
TKN0133	9/21/2001	5	51	I
TKN0133	9/21/2001	6	42	I
TKN0133	9/21/2001	7	43	I
TKN0133	9/21/2001	8	43	I
TKN0133	9/21/2001	9	45	I
TKN0133	9/21/2001	10	46	I
TKN0134	9/21/2001	1	100	O
TKN0134	9/21/2001	2	82	I
TKN0134	9/21/2001	3	87	I
TKN0134	9/21/2001	4	100	I
TKN0134	9/21/2001	5	115	I
TKN0134	9/21/2001	6	100	O
TKN0134	9/21/2001	7	120	I
TKN0134	9/21/2001	8	90	I
TKN0134	9/21/2001	9	100	O
TKN0134	9/21/2001	10	100	O
TKN0135	9/21/2001	1	52	I
TKN0135	9/21/2001	2	67	I
TKN0135	9/21/2001	3	91	I
TKN0135	9/21/2001	4	75	I
TKN0135	9/21/2001	5	83	I
TKN0135	9/21/2001	6	83	I
TKN0135	9/21/2001	7	90	I
TKN0135	9/21/2001	8	80	I
TKN0135	9/21/2001	9	78	I
TKN0135	9/21/2001	10	77	I
TKN0136	9/21/2001	1	66	I
TKN0136	9/21/2001	2	50	I
TKN0136	9/21/2001	3	90	I
TKN0136	9/21/2001	4	63	I
TKN0136	9/21/2001	5	98	I
TKN0136	9/21/2001	6	50	I
TKN0136	9/21/2001	7	85	I
TKN0136	9/21/2001	8	73	I
TKN0136	9/21/2001	9	74	I
TKN0136	9/21/2001	10	85	I
TKN0137	10/4/2001	1	43	I
TKN0137	10/4/2001	2	58	I
TKN0137	10/4/2001	3	49	I
TKN0137	10/4/2001	4	54	I
TKN0137	10/4/2001	5	52	I
TKN0137	10/4/2001	6	62	I
TKN0137	10/4/2001	7	58	I
TKN0137	10/4/2001	8	59	I
TKN0137	10/4/2001	9	61	I
TKN0137	10/4/2001	10	57	I
TKN0138	10/4/2001	1	40	I
TKN0138	10/4/2001	2	46	I
TKN0138	10/4/2001	3	47	I
TKN0138	10/4/2001	4	47	I
TKN0138	10/4/2001	5	44	I
TKN0138	10/4/2001	6	39	I
TKN0138	10/4/2001	7	49	I
TKN0138	10/4/2001	8	54	I
TKN0138	10/4/2001	9	44	I
TKN0138	10/4/2001	10	44	I
TKN0139	10/4/2001	1	45	I
TKN0139	10/4/2001	2	39	I
TKN0139	10/4/2001	3	54	I
TKN0139	10/4/2001	4	46	I
TKN0139	10/4/2001	5	53	I
TKN0139	10/4/2001	6	51	I
TKN0139	10/4/2001	7	62	I
TKN0139	10/4/2001	8	61	I
TKN0139	10/4/2001	9	53	I
TKN0139	10/4/2001	10	56	I
TKN0140	9/11/2001	1	57	I
TKN0140	9/11/2001	2	64	I
TKN0140	9/11/2001	3	63	I
TKN0140	9/11/2001	4	60	I
TKN0140	9/11/2001	5	63	I
TKN0140	9/11/2001	6	65	I
TKN0140	9/11/2001	7	70	I
TKN0140	9/11/2001	8	72	I
TKN0140	9/11/2001	9	55	I
TKN0140	9/11/2001	10	62	I
TKN0141	9/11/2001	1	62	I
TKN0141	9/11/2001	2	65	I
TKN0141	9/11/2001	3	55	I
TKN0141	9/11/2001	4	64	I
TKN0141	9/11/2001	5	52	I
TKN0141	9/11/2001	6	80	I
TKN0141	9/11/2001	7	42	I
TKN0141	9/11/2001	8	60	I
TKN0141	9/11/2001	9	55	I
TKN0141	9/11/2001	10	64	I
TKN0142	9/11/2001	1	80	I
TKN0142	9/11/2001	2	67	I
TKN0142	9/11/2001	3	75	I
TKN0142	9/11/2001	4	50	I
TKN0142	9/11/2001	5	65	I
TKN0142	9/11/2001	6	75	I
TKN0142	9/11/2001	7	113	I
TKN0142	9/11/2001	8	50	I
TKN0142	9/11/2001	9	60	R
TKN0142	9/11/2001	10	80	I
TKN0143	9/11/2001	1	50	I
TKN0143	9/11/2001	2	50	I
TKN0143	9/11/2001	3	50	I
TKN0143	9/11/2001	4	45	I
TKN0143	9/11/2001	5	40	I
TKN0143	9/11/2001	6	45	I
TKN0143	9/11/2001	7	45	I
TKN0143	9/11/2001	8	48	I
TKN0143	9/11/2001	9	42	I
TKN0143	9/11/2001	10	45	I
TKN0144	9/11/2001	1	68	I
TKN0144	9/11/2001	2	46	I
TKN0144	9/11/2001	3	47	I
TKN0144	9/11/2001	4	50	I
TKN0144	9/11/2001	5	72	I
TKN0144	9/11/2001	6	40	I
TKN0144	9/11/2001	7	42	I
TKN0144	9/11/2001	8	45	I
TKN0144	9/11/2001	9	72	I
TKN0144	9/11/2001	10	95	I
TKN0145	9/11/2001	1	35	I
TKN0145	9/11/2001	2	37	I
TKN0145	9/11/2001	3	38	I
TKN0145	9/11/2001	4	40	I
TKN0145	9/11/2001	5	48	I
TKN0145	9/11/2001	6	57	I
TKN0145	9/11/2001	7	40	I
TKN0145	9/11/2001	8	36	I
TKN0145	9/11/2001	9	55	I
TKN0145	9/11/2001	10	49	I
TKN0146	9/29/2002	1	45	I
TKN0146	9/29/2002	2	60	I
TKN0146	9/29/2002	3	30	I
TKN0146	9/29/2002	4	47	I
TKN0146	9/29/2002	5	50	I
TKN0146	9/29/2002	6	54	I
TKN0146	9/29/2002	7	48	I
TKN0146	9/29/2002	8	43	I
TKN0146	9/29/2002	9	55	I
TKN0146	9/29/2002	10	73	I
TKN0147	9/28/2002	1	40	I
TKN0147	9/28/2002	2	41	I
TKN0147	9/28/2002	3	43	I
TKN0147	9/28/2002	4	44	I
TKN0147	9/28/2002	5	45	I
TKN0147	9/28/2002	6	41	I
TKN0147	9/28/2002	7	38	I
TKN0147	9/28/2002	8	55	I
TKN0147	9/28/2002	9	44	I
TKN0147	9/28/2002	10	45	I
TKN0148	9/28/2002	1	52	I
TKN0148	9/28/2002	2	52	I
TKN0148	9/28/2002	3	67	I
TKN0148	9/28/2002	4	53	I
TKN0148	9/28/2002	5	37	R
TKN0148	9/28/2002	6	50	I
TKN0148	9/28/2002	7	46	R
TKN0148	9/28/2002	8	41	R
TKN0148	9/28/2002	9	43	R
TKN0148	9/28/2002	10	39	R
TKN0149	9/28/2002	1	65	I
TKN0149	9/28/2002	2	66	I
TKN0149	9/28/2002	3	67	I
TKN0149	9/28/2002	4	45	I
TKN0149	9/28/2002	5	46	I
TKN0149	9/28/2002	6	48	I
TKN0149	9/28/2002	7	49	I
TKN0149	9/28/2002	8	54	I
TKN0149	9/28/2002	9	55	I
TKN0149	9/28/2002	10	55	I
TKN0150	9/29/2001	1	39	I
TKN0150	9/29/2001	2	48	I
TKN0150	9/29/2001	3	54	I
TKN0150	9/29/2001	4	68	I
TKN0150	9/29/2001	5	68	I
TKN0150	9/29/2001	6	44	I
TKN0150	9/29/2001	7	54	I
TKN0150	9/29/2001	8	52	I
TKN0150	9/29/2001	9	49	I
TKN0150	9/29/2001	10	33	I
TKN0151	9/29/2001	1	34	R
TKN0151	9/29/2001	2	40	R
TKN0151	9/29/2001	3	45	R
TKN0151	9/29/2001	4	32	R
TKN0151	9/29/2001	5	49	R
TKN0151	9/29/2001	6	55	R
TKN0151	9/29/2001	7	43	R
TKN0151	9/29/2001	8	45	R
TKN0151	9/29/2001	9	46	R
TKN0151	9/29/2001	10	32	R
TKN0152	9/29/2001	1	120	O
TKN0152	9/29/2001	2	110	I
TKN0152	9/29/2001	3	85	I
TKN0152	9/29/2001	4	110	I
TKN0152	9/29/2001	5	85	I
TKN0152	9/29/2001	6	70	I
TKN0152	9/29/2001	7	95	I
TKN0152	9/29/2001	8	100	I
TKN0152	9/29/2001	9	76	I
TKN0152	9/29/2001	10	60	I
TKN0153	9/29/2001	1	57	I
TKN0153	9/29/2001	2	63	I
TKN0153	9/29/2001	3	77	I
TKN0153	9/29/2001	4	87	I
TKN0153	9/29/2001	5	75	I
TKN0153	9/29/2001	6	73	I
TKN0153	9/29/2001	7	78	I
TKN0153	9/29/2001	8	84	I
TKN0153	9/29/2001	9	93	I
TKN0153	9/29/2001	10	103	I
TKN0154	9/29/2001	1	33	I
TKN0154	9/29/2001	2	33	I
TKN0154	9/29/2001	3	41	I
TKN0154	9/29/2001	4	47	I
TKN0154	9/29/2001	5	51	I
TKN0154	9/29/2001	6	40	I
TKN0154	9/29/2001	7	40	I
TKN0154	9/29/2001	8	51	I
TKN0154	9/29/2001	9	51	I
TKN0154	9/29/2001	10	51	I
TKN0155	9/29/2001	1	52	I
TKN0155	9/29/2001	2	52	I
TKN0155	9/29/2001	3	40	I
TKN0155	9/29/2001	4	41	I
TKN0155	9/29/2001	5	45	I
TKN0155	9/29/2001	6	37	I
TKN0155	9/29/2001	7	47	I
TKN0155	9/29/2001	8	57	I
TKN0155	9/29/2001	9	60	I
TKN0155	9/29/2001	10	40	I
TKN0156	9/29/2001	1	120	O
TKN0156	9/29/2001	2	120	O
TKN0156	9/29/2001	3	70	I
TKN0156	9/29/2001	4	70	I
TKN0156	9/29/2001	5	80	I
TKN0156	9/29/2001	6	85	I
TKN0156	9/29/2001	7	49	I
TKN0156	9/29/2001	8	60	I
TKN0156	9/29/2001	9	63	I
TKN0156	9/29/2001	10	70	I
TKN0157	9/29/2001	1	57	I
TKN0157	9/29/2001	2	74	I
TKN0157	9/29/2001	3	64	I
TKN0157	9/29/2001	4	77	I
TKN0157	9/29/2001	5	61	I
TKN0157	9/29/2001	6	53	I
TKN0157	9/29/2001	7	55	I
TKN0157	9/29/2001	8	62	I
TKN0157	9/29/2001	9	90	I
TKN0157	9/29/2001	10	110	O
TKN0201	9/5/2002	1	27	R
TKN0201	9/5/2002	2	22	R
TKN0201	9/5/2002	3	55	R
TKN0201	9/5/2002	4	51	R
TKN0201	9/5/2002	5	45	R
TKN0201	9/5/2002	6	29	R
TKN0201	9/5/2002	7	25	R
TKN0201	9/5/2002	8	36	R
TKN0201	9/5/2002	9	17	R
TKN0201	9/5/2002	10	17	R
TKN0202	9/5/2002	1	50	R
TKN0202	9/5/2002	2	95	R
TKN0202	9/5/2002	3	130	O
TKN0202	9/5/2002	4	60	R
TKN0202	9/5/2002	5	75	R
TKN0202	9/5/2002	6	130	O
TKN0202	9/5/2002	7	95	R
TKN0202	9/5/2002	8	70	R
TKN0202	9/5/2002	9	65	R
TKN0202	9/5/2002	10	70	R
TKN0203	9/5/2002	1	55	R
TKN0203	9/5/2002	2	75	R
TKN0203	9/5/2002	3	70	R
TKN0203	9/5/2002	4	47	R
TKN0203	9/5/2002	5	68	R
TKN0203	9/5/2002	6	104	R
TKN0203	9/5/2002	7	44	R
TKN0203	9/5/2002	8	60	R
TKN0203	9/5/2002	9	45	R
TKN0203	9/5/2002	10	65	R
TKN0204	9/5/2002	1	0	R
TKN0204	9/5/2002	2	50	R
TKN0204	9/5/2002	3	44	R
TKN0204	9/5/2002	4	11	R
TKN0204	9/5/2002	5	12	R
TKN0204	9/5/2002	6	31	R
TKN0204	9/5/2002	7	0	R
TKN0204	9/5/2002	8	39	R
TKN0204	9/5/2002	9	22	R
TKN0204	9/5/2002	10	23	R
TKN0205	9/13/2002	1	130	O
TKN0205	9/13/2002	2	130	O
TKN0205	9/13/2002	3	91	I
TKN0205	9/13/2002	4	102	I
TKN0205	9/13/2002	5	130	O
TKN0205	9/13/2002	6	118	I
TKN0205	9/13/2002	7	130	O
TKN0205	9/13/2002	8	130	O
TKN0205	9/13/2002	9	114	I
TKN0205	9/13/2002	10	130	O
TKN0206	9/3/2002	1	130	O
TKN0206	9/3/2002	2	130	O
TKN0206	9/3/2002	3	130	O
TKN0206	9/3/2002	4	130	O
TKN0206	9/3/2002	5	130	O
TKN0206	9/3/2002	6	130	O
TKN0206	9/3/2002	7	130	O
TKN0206	9/3/2002	8	130	O
TKN0206	9/3/2002	9	130	O
TKN0206	9/3/2002	10	130	O
TKN0207	8/26/2002	1	130	O
TKN0207	8/26/2002	2	130	O
TKN0207	8/26/2002	3	130	O
TKN0207	8/26/2002	4	130	O
TKN0207	8/26/2002	5	130	O
TKN0207	8/26/2002	6	130	O
TKN0207	8/26/2002	7	130	O
TKN0207	8/26/2002	8	130	O
TKN0207	8/26/2002	9	110	I
TKN0207	8/26/2002	10	90	I
TKN0208	9/12/2002	1	83	I
TKN0208	9/12/2002	2	78	I
TKN0208	9/12/2002	3	82	I
TKN0208	9/12/2002	4	73	I
TKN0208	9/12/2002	5	130	O
TKN0208	9/12/2002	6	90	I
TKN0208	9/12/2002	7	65	I
TKN0208	9/12/2002	8	73	I
TKN0208	9/12/2002	9	69	I
TKN0208	9/12/2002	10	71	I
TKN0209	9/17/2002	1	40	R
TKN0209	9/17/2002	2	10	R
TKN0209	9/17/2002	3	15	R
TKN0209	9/17/2002	4	30	R
TKN0209	9/17/2002	5	16	R
TKN0209	9/17/2002	6	15	R
TKN0209	9/17/2002	7	55	R
TKN0209	9/17/2002	8	30	R
TKN0209	9/17/2002	9	65	R
TKN0209	9/17/2002	10	20	R
TKN0210	9/17/2002	1	0	R
TKN0210	9/17/2002	2	0	R
TKN0210	9/17/2002	3	0	R
TKN0210	9/17/2002	4	23	R
TKN0210	9/17/2002	5	0	R
TKN0210	9/17/2002	6	0	R
TKN0210	9/17/2002	7	0	R
TKN0210	9/17/2002	8	0	R
TKN0210	9/17/2002	9	15	R
TKN0210	9/17/2002	10	5	R
TKN0211	9/12/2002	1	130	O
TKN0211	9/12/2002	2	130	O
TKN0211	9/12/2002	3	130	O
TKN0211	9/12/2002	4	130	O
TKN0211	9/12/2002	5	130	O
TKN0211	9/12/2002	6	130	O
TKN0211	9/12/2002	7	130	O
TKN0211	9/12/2002	8	130	O
TKN0211	9/12/2002	9	130	O
TKN0211	9/12/2002	10	130	O
TKN0212	9/12/2002	1	68	I
TKN0212	9/12/2002	2	65	I
TKN0212	9/12/2002	3	70	I
TKN0212	9/12/2002	4	64	I
TKN0212	9/12/2002	5	77	I
TKN0212	9/12/2002	6	77	I
TKN0212	9/12/2002	7	69	I
TKN0212	9/12/2002	8	63	I
TKN0212	9/12/2002	9	57	I
TKN0212	9/12/2002	10	60	I
TKN0213	9/11/2002	1	21	R
TKN0213	9/11/2002	2	24	R
TKN0213	9/11/2002	3	61	R
TKN0213	9/11/2002	4	9	R
TKN0213	9/11/2002	5	12	R
TKN0213	9/11/2002	6	50	R
TKN0213	9/11/2002	7	21	R
TKN0213	9/11/2002	8	8	R
TKN0213	9/11/2002	9	12	R
TKN0213	9/11/2002	10	20	R
TKN0214	9/11/2002	1	47	R
TKN0214	9/11/2002	2	27	R
TKN0214	9/11/2002	3	23	R
TKN0214	9/11/2002	4	19	R
TKN0214	9/11/2002	5	49	R
TKN0214	9/11/2002	6	55	R
TKN0214	9/11/2002	7	44	R
TKN0214	9/11/2002	8	46	R
TKN0214	9/11/2002	9	52	R
TKN0214	9/11/2002	10	26	R
TKN0215	9/10/2002	1	35	I
TKN0215	9/10/2002	2	44	I
TKN0215	9/10/2002	3	28	I
TKN0215	9/10/2002	4	37	I
TKN0215	9/10/2002	5	38	I
TKN0215	9/10/2002	6	42	I
TKN0215	9/10/2002	7	34	I
TKN0215	9/10/2002	8	38	I
TKN0215	9/10/2002	9	42	I
TKN0215	9/10/2002	10	44	I
TKN0216	9/10/2002	1	59	I
TKN0216	9/10/2002	2	76	I
TKN0216	9/10/2002	3	76	I
TKN0216	9/10/2002	4	77	I
TKN0216	9/10/2002	5	63	I
TKN0216	9/10/2002	6	65	I
TKN0216	9/10/2002	7	66	I
TKN0216	9/10/2002	8	66	I
TKN0216	9/10/2002	9	66	I
TKN0216	9/10/2002	10	80	I
TKN0217	9/10/2002	1	20	R
TKN0217	9/10/2002	2	28	R
TKN0217	9/10/2002	3	40	I
TKN0217	9/10/2002	4	40	I
TKN0217	9/10/2002	5	55	I
TKN0217	9/10/2002	6	25	R
TKN0217	9/10/2002	7	50	I
TKN0217	9/10/2002	8	45	R
TKN0217	9/10/2002	9	35	R
TKN0217	9/10/2002	10	40	I
TKN0218	9/10/2002	1	40	R
TKN0218	9/10/2002	2	20	R
TKN0218	9/10/2002	3	0	R
TKN0218	9/10/2002	4	0	R
TKN0218	9/10/2002	5	40	R
TKN0218	9/10/2002	6	0	R
TKN0218	9/10/2002	7	0	R
TKN0218	9/10/2002	8	10	R
TKN0218	9/10/2002	9	30	R
TKN0218	9/10/2002	10	50	R
TKN0219	8/26/2002	1	130	O
TKN0219	8/26/2002	2	130	O
TKN0219	8/26/2002	3	130	O
TKN0219	8/26/2002	4	130	O
TKN0219	8/26/2002	5	130	O
TKN0219	8/26/2002	6	130	O
TKN0219	8/26/2002	7	130	O
TKN0219	8/26/2002	8	130	O
TKN0219	8/26/2002	9	130	O
TKN0219	8/26/2002	10	130	O
TKN0220	8/26/2002	1	130	O
TKN0220	8/26/2002	2	130	O
TKN0220	8/26/2002	3	130	O
TKN0220	8/26/2002	4	130	O
TKN0220	8/26/2002	5	130	O
TKN0220	8/26/2002	6	130	O
TKN0220	8/26/2002	7	130	O
TKN0220	8/26/2002	8	130	O
TKN0220	8/26/2002	9	130	O
TKN0220	8/26/2002	10	130	O
TKN0221	9/17/2002	1	90	R
TKN0221	9/17/2002	2	80	R
TKN0221	9/17/2002	3	90	R
TKN0221	9/17/2002	4	85	R
TKN0221	9/17/2002	5	115	R
TKN0221	9/17/2002	6	90	R
TKN0221	9/17/2002	7	75	R
TKN0221	9/17/2002	8	85	R
TKN0221	9/17/2002	9	130	O
TKN0221	9/17/2002	10	85	R
TKN0222	9/17/2002	1	75	R
TKN0222	9/17/2002	2	85	R
TKN0222	9/17/2002	3	60	R
TKN0222	9/17/2002	4	55	R
TKN0222	9/17/2002	5	65	R
TKN0222	9/17/2002	6	75	R
TKN0222	9/17/2002	7	35	R
TKN0222	9/17/2002	8	85	R
TKN0222	9/17/2002	9	85	R
TKN0222	9/17/2002	10	70	R
TKN0223	9/17/2002	1	75	R
TKN0223	9/17/2002	2	85	R
TKN0223	9/17/2002	3	55	R
TKN0223	9/17/2002	4	90	R
TKN0223	9/17/2002	5	85	R
TKN0223	9/17/2002	6	75	R
TKN0223	9/17/2002	7	80	R
TKN0223	9/17/2002	8	55	R
TKN0223	9/17/2002	9	80	R
TKN0223	9/17/2002	10	55	R
TKN0224	9/5/2002	1	55	I
TKN0224	9/5/2002	2	57	I
TKN0224	9/5/2002	3	60	I
TKN0224	9/5/2002	4	65	I
TKN0224	9/5/2002	5	59	I
TKN0224	9/5/2002	6	51	I
TKN0224	9/5/2002	7	52	I
TKN0224	9/5/2002	8	56	I
TKN0224	9/5/2002	9	65	I
TKN0224	9/5/2002	10	52	I
TKN0225	9/6/2002	1	52	I
TKN0225	9/6/2002	2	52	I
TKN0225	9/6/2002	3	52	I
TKN0225	9/6/2002	4	54	I
TKN0225	9/6/2002	5	61	I
TKN0225	9/6/2002	6	62	I
TKN0225	9/6/2002	7	63	I
TKN0225	9/6/2002	8	64	I
TKN0225	9/6/2002	9	65	I
TKN0225	9/6/2002	10	66	I
TKN0226	9/28/2002	1	76	I
TKN0226	9/28/2002	2	61	I
TKN0226	9/28/2002	3	130	O
TKN0226	9/28/2002	4	103	I
TKN0226	9/28/2002	5	76	I
TKN0226	9/28/2002	6	63	I
TKN0226	9/28/2002	7	107	I
TKN0226	9/28/2002	8	59	I
TKN0226	9/28/2002	9	61	I
TKN0226	9/28/2002	10	93	R
TKN0227	9/28/2002	1	45	I
TKN0227	9/28/2002	2	45	I
TKN0227	9/28/2002	3	42	I
TKN0227	9/28/2002	4	37	I
TKN0227	9/28/2002	5	54	I
TKN0227	9/28/2002	6	43	I
TKN0227	9/28/2002	7	49	I
TKN0227	9/28/2002	8	50	I
TKN0227	9/28/2002	9	46	I
TKN0227	9/28/2002	10	45	I
TKN0228	9/27/2002	1	95	I
TKN0228	9/27/2002	2	82	I
TKN0228	9/27/2002	3	114	I
TKN0228	9/27/2002	4	105	I
TKN0228	9/27/2002	5	85	I
TKN0228	9/27/2002	6	104	I
TKN0228	9/27/2002	7	108	I
TKN0228	9/27/2002	8	93	I
TKN0228	9/27/2002	9	102	I
TKN0228	9/27/2002	10	110	I
TKN0229	9/28/2002	1	66	I
TKN0229	9/28/2002	2	59r	I
TKN0229	9/28/2002	3	96	I
TKN0229	9/28/2002	4	77	I
TKN0229	9/28/2002	5	82	I
TKN0229	9/28/2002	6	104	I
TKN0229	9/28/2002	7	76r	R
TKN0229	9/28/2002	8	73r	R
TKN0229	9/28/2002	9	49r	R
TKN0229	9/28/2002	10	51r	R
TKN0230	9/26/2002	1	49	I
TKN0230	9/26/2002	2	58	I
TKN0230	9/26/2002	3	60	I
TKN0230	9/26/2002	4	39r	R
TKN0230	9/26/2002	5	52r	R
TKN0230	9/26/2002	6	75r	R
TKN0230	9/26/2002	7	74	I
TKN0230	9/26/2002	8	39r	R
TKN0230	9/26/2002	9	42r	R
TKN0230	9/26/2002	10	34r	R
TKN0231	9/26/2002	1	19r	R
TKN0231	9/26/2002	2	5r	R
TKN0231	9/26/2002	3	87r	R
TKN0231	9/26/2002	4	81r	R
TKN0231	9/26/2002	5	103r	R
TKN0231	9/26/2002	6	94r	R
TKN0232	9/12/2002	1	60	I
TKN0232	9/12/2002	2	58	I
TKN0232	9/12/2002	3	55	I
TKN0232	9/12/2002	4	56	I
TKN0232	9/12/2002	5	58	I
TKN0232	9/12/2002	6	70	I
TKN0232	9/12/2002	7	62	I
TKN0232	9/12/2002	8	50	I
TKN0232	9/12/2002	9	48	I
TKN0232	9/12/2002	10	61	I
TKN0233	9/12/2002	1	106	I
TKN0233	9/12/2002	2	93	I
TKN0233	9/12/2002	3	104	I
TKN0233	9/12/2002	4	102	I
TKN0233	9/12/2002	5	91	I
TKN0233	9/12/2002	6	97	I
TKN0233	9/12/2002	7	113	I
TKN0233	9/12/2002	8	98	I
TKN0233	9/12/2002	9	100	I
TKN0233	9/12/2002	10	135	I
TKN0233	9/12/2002	11	82	I
TKN0233	9/12/2002	12	120	I
TKN0233	9/12/2002	13	96	I
TKN0233	9/12/2002	14	147	I
TKN0233	9/12/2002	15	103	I
TKN0233	9/12/2002	16	78	I
TKN0233	9/12/2002	17	120	I
TKN0234	9/6/2002	1	130	O
TKN0234	9/6/2002	2	130	O
TKN0234	9/6/2002	3	130	O
TKN0234	9/6/2002	4	130	O
TKN0234	9/6/2002	5	130	O
TKN0234	9/6/2002	6	130	O
TKN0234	9/6/2002	7	130	O
TKN0234	9/6/2002	8	130	O
TKN0234	9/6/2002	9	130	O
TKN0234	9/6/2002	10	130	O
TKN0235	9/6/2002	1	58	I
TKN0235	9/6/2002	2	64	I
TKN0235	9/6/2002	3	65	I
TKN0235	9/6/2002	4	75	I
TKN0235	9/6/2002	5	60	I
TKN0235	9/6/2002	6	45	I
TKN0235	9/6/2002	7	45	I
TKN0235	9/6/2002	8	59	I
TKN0235	9/6/2002	9	57	I
TKN0235	9/6/2002	10	60	I
TKN0236	9/6/2002	1	55	I
TKN0236	9/6/2002	2	60	I
TKN0236	9/6/2002	3	62	I
TKN0236	9/6/2002	4	65	I
TKN0236	9/6/2002	5	94	I
TKN0236	9/6/2002	6	60	I
TKN0236	9/6/2002	7	61	I
TKN0236	9/6/2002	8	63	I
TKN0236	9/6/2002	9	63	I
TKN0236	9/6/2002	10	64	I
TKN0237	10/4/2002	1	91	I
TKN0237	10/4/2002	2	90	I
TKN0237	10/4/2002	3	110	I
TKN0237	10/4/2002	4	107	I
TKN0237	10/4/2002	5	99	I
TKN0237	10/4/2002	6	106	I
TKN0237	10/4/2002	7	97	I
TKN0237	10/4/2002	8	130	O
TKN0237	10/4/2002	9	91	I
TKN0237	10/4/2002	10	130	O
TKN0238	9/26/2002	1	92r	R
TKN0238	9/26/2002	2	95	I
TKN0238	9/26/2002	3	105	I
TKN0238	9/26/2002	4	21	R
TKN0238	9/26/2002	5	110	I
TKN0238	9/26/2002	6	47	R
TKN0238	9/26/2002	7	69	R
TKN0238	9/26/2002	8	85	R
TKN0238	9/26/2002	9	32	R
TKN0238	9/26/2002	10	20	R
